rt;order;latinsqrn;phrase;subject;condition;idnumber;idfull;rtLog;context;quantifier
854;44;4;masking_go;2434;CNA;8;CNA_8;2,931457871;CN;A
3057;45;4;CNTX;2434;CNA;8;CNA_8;3,485295439;CN;A
948;46;4;PREG;2434;CNA;8;CNA_8;2,976808337;CN;A
937;47;4;blanco_CUANT;2434;CNA;8;CNA_8;2,971739591;CN;A
2843;48;4;blanco_REST;2434;CNA;8;CNA_8;3,45377686;CN;A
499;49;4;masking_nogo;2434;FPS;2;FPS_2;2,698100546;FP;S
1010;50;4;masking_go;2434;FPS;2;FPS_2;3,004321374;FP;S
3883;51;4;CNTX;2434;FPS;2;FPS_2;3,589167391;FP;S
743;52;4;PREG;2434;FPS;2;FPS_2;2,889301703;FP;S
1669;53;4;blanco_CUANT;2434;FPS;2;FPS_2;3,222456337;FP;S
4097;54;4;blanco_REST;2434;FPS;2;FPS_2;3,612465964;FP;S
4789;55;4;preg_N;2434;FPS;2;FPS_2;3,680244837;FP;S
1193;56;4;;2434;FPS;2;FPS_2;3,076640444;FP;S
1193;57;4;masking_nogo;2434;FPS;4;FPS_4;3,076640444;FP;S
699;58;4;masking_go;2434;FPS;4;FPS_4;2,844477176;FP;S
3619;59;4;CNTX;2434;FPS;4;FPS_4;3,558588583;FP;S
965;60;4;PREG;2434;FPS;4;FPS_4;3,002597981;FP;S
1487;61;4;blanco_CUANT;2434;FPS;4;FPS_4;3,172310969;FP;S
2529;62;4;blanco_REST;2434;FPS;4;FPS_4;3,402948829;FP;S
1042;63;4;masking_nogo;2434;FPA;17;FPA_17;3,017867719;FP;A
1033;64;4;masking_go;2434;FPA;17;FPA_17;3,014100322;FP;A
1945;65;4;CNTX;2434;FPA;17;FPA_17;3,288919606;FP;A
1837;66;4;PREG;2434;FPA;17;FPA_17;3,282395505;FP;A
1655;67;4;blanco_CUANT;2434;FPA;17;FPA_17;3,218797998;FP;A
1443;68;4;blanco_REST;2434;FPA;17;FPA_17;3,159266331;FP;A
2409;69;4;preg_Y;2434;FPA;17;FPA_17;3,3818368;FP;A
1663;70;4;;2434;FPA;17;FPA_17;3,220892249;FP;A
910;71;4;masking_nogo;2434;CNA;7;CNA_7;2,959041392;CN;A
836;72;4;masking_go;2434;CNA;7;CNA_7;2,922206277;CN;A
2961;73;4;CNTX;2434;CNA;7;CNA_7;3,471438407;CN;A
723;74;4;PREG;2434;CNA;7;CNA_7;2,859138297;CN;A
875;75;4;blanco_CUANT;2434;CNA;7;CNA_7;2,942008053;CN;A
2940;76;4;blanco_REST;2434;CNA;7;CNA_7;3,46834733;CN;A
3918;77;4;preg_N;2434;CNA;7;CNA_7;3,593064432;CN;A
1137;78;4;;2434;CNA;7;CNA_7;3,055760465;CN;A
622;79;4;masking_nogo;2434;FPS;5;FPS_5;2,793790385;FP;S
917;80;4;masking_go;2434;FPS;5;FPS_5;2,962369336;FP;S
2630;81;4;CNTX;2434;FPS;5;FPS_5;3,419955748;FP;S
725;82;4;PREG;2434;FPS;5;FPS_5;2,878521796;FP;S
1134;83;4;blanco_CUANT;2434;FPS;5;FPS_5;3,054613055;FP;S
1260;84;4;blanco_REST;2434;FPS;5;FPS_5;3,100370545;FP;S
927;85;4;masking_nogo;2434;FPA;20;FPA_20;2,967079734;FP;A
937;86;4;masking_go;2434;FPA;20;FPA_20;2,971739591;FP;A
2499;87;4;CNTX;2434;FPA;20;FPA_20;3,397766256;FP;A
894;88;4;PREG;2434;FPA;20;FPA_20;2,969415912;FP;A
766;89;4;blanco_CUANT;2434;FPA;20;FPA_20;2,88422877;FP;A
1356;90;4;blanco_REST;2434;FPA;20;FPA_20;3,13225969;FP;A
827;91;4;masking_nogo;2434;CNA;6;CNA_6;2,91750551;CN;A
1245;92;4;masking_go;2434;CNA;6;CNA_6;3,095169351;CN;A
1786;93;4;CNTX;2434;CNA;6;CNA_6;3,251881455;CN;A
774;94;4;PREG;2434;CNA;6;CNA_6;2,888740961;CN;A
1223;95;4;blanco_CUANT;2434;CNA;6;CNA_6;3,087426457;CN;A
1040;96;4;blanco_REST;2434;CNA;6;CNA_6;3,017033339;CN;A
2454;97;4;preg_Y;2434;CNA;6;CNA_6;3,389874558;CN;A
1413;98;4;;2434;CNA;6;CNA_6;3,150142162;CN;A
799;1;4;masking_nogo;2604;FPA;18;FPA_18;2,902546779;FP;A
488;2;4;masking_go;2604;FPA;18;FPA_18;2,688419822;FP;A
7412;3;4;CNTX;2604;FPA;18;FPA_18;3,869935411;FP;A
1150;4;4;PREG;2604;FPA;18;FPA_18;3,078819183;FP;A
1388;5;4;blanco_CUANT;2604;FPA;18;FPA_18;3,142389466;FP;A
1154;6;4;blanco_REST;2604;FPA;18;FPA_18;3,062205809;FP;A
663;7;4;masking_nogo;2604;FPS;1;FPS_1;2,821513528;FP;S
311;8;4;masking_go;2604;FPS;1;FPS_1;2,492760389;FP;S
4896;9;4;CNTX;2604;FPS;1;FPS_1;3,689841409;FP;S
947;10;4;PREG;2604;FPS;1;FPS_1;2,994756945;FP;S
1904;11;4;blanco_CUANT;2604;FPS;1;FPS_1;3,279666944;FP;S
1331;12;4;blanco_REST;2604;FPS;1;FPS_1;3,124178055;FP;S
1181;13;4;masking_nogo;2604;CNA;6;CNA_6;3,072249898;CN;A
771;14;4;masking_go;2604;CNA;6;CNA_6;2,887054378;CN;A
3647;15;4;CNTX;2604;CNA;6;CNA_6;3,561935763;CN;A
909;16;4;PREG;2604;CNA;6;CNA_6;2,958563883;CN;A
2916;17;4;blanco_CUANT;2604;CNA;6;CNA_6;3,46478752;CN;A
1364;18;4;blanco_REST;2604;CNA;6;CNA_6;3,13481437;CN;A
3011;19;4;preg_Y;2604;CNA;6;CNA_6;3,478710756;CN;A
807;20;4;;2604;CNA;6;CNA_6;2,906873535;CN;A
886;21;4;masking_nogo;2604;FPA;20;FPA_20;2,947433722;FP;A
369;22;4;masking_go;2604;FPA;20;FPA_20;2,567026366;FP;A
4451;23;4;CNTX;2604;FPA;20;FPA_20;3,648457594;FP;A
833;24;4;PREG;2604;FPA;20;FPA_20;2,939019776;FP;A
1706;25;4;blanco_CUANT;2604;FPA;20;FPA_20;3,231979027;FP;A
1833;26;4;blanco_REST;2604;FPA;20;FPA_20;3,263162465;FP;A
857;27;4;masking_nogo;2604;CNA;10;CNA_10;2,932980822;CN;A
467;28;4;masking_go;2604;CNA;10;CNA_10;2,669316881;CN;A
1960;29;4;CNTX;2604;CNA;10;CNA_10;3,292256071;CN;A
796;30;4;PREG;2604;CNA;10;CNA_10;2,900913068;CN;A
739;31;4;blanco_CUANT;2604;CNA;10;CNA_10;2,868644438;CN;A
1699;32;4;blanco_REST;2604;CNA;10;CNA_10;3,230193379;CN;A
483;33;4;masking_nogo;2604;FPS;4;FPS_4;2,683947131;FP;S
31;34;4;masking_go;2604;FPS;4;FPS_4;1,491361694;FP;S
4777;35;4;CNTX;2604;FPS;4;FPS_4;3,679155241;FP;S
1052;36;4;PREG;2604;FPS;4;FPS_4;3,040206628;FP;S
1634;37;4;blanco_CUANT;2604;FPS;4;FPS_4;3,213252052;FP;S
858;38;4;blanco_REST;2604;FPS;4;FPS_4;2,933487288;FP;S
989;39;4;masking_nogo;2604;FPS;2;FPS_2;2,995196292;FP;S
432;40;4;masking_go;2604;FPS;2;FPS_2;2,635483747;FP;S
1655;41;4;CNTX;2604;FPS;2;FPS_2;3,218797998;FP;S
942;42;4;PREG;2604;FPS;2;FPS_2;2,992111488;FP;S
1106;43;4;blanco_CUANT;2604;FPS;2;FPS_2;3,043755127;FP;S
1829;44;4;blanco_REST;2604;FPS;2;FPS_2;3,262213705;FP;S
2479;45;4;preg_N;2604;FPS;2;FPS_2;3,394276527;FP;S
725;46;4;;2604;FPS;2;FPS_2;2,860338007;FP;S
1442;47;4;masking_nogo;2604;FPA;19;FPA_19;3,15896526;FP;A
326;48;4;masking_go;2604;FPA;19;FPA_19;2,5132176;FP;A
4081;49;4;CNTX;2604;FPA;19;FPA_19;3,610766595;FP;A
904;50;4;PREG;2604;FPA;19;FPA_19;2,974511693;FP;A
994;51;4;blanco_CUANT;2604;FPA;19;FPA_19;2,997386384;FP;A
1039;52;4;blanco_REST;2604;FPA;19;FPA_19;3,016615548;FP;A
839;53;4;masking_nogo;2604;CNA;9;CNA_9;2,923761961;CN;A
624;54;4;masking_go;2604;CNA;9;CNA_9;2,79518459;CN;A
1058;55;4;CNTX;2604;CNA;9;CNA_9;3,024485668;CN;A
826;56;4;PREG;2604;CNA;9;CNA_9;2,916980047;CN;A
876;57;4;blanco_CUANT;2604;CNA;9;CNA_9;2,942504106;CN;A
612;58;4;blanco_REST;2604;CNA;9;CNA_9;2,786751422;CN;A
-1;59;4;masking_nogo;2604;FPA;17;FPA_17;NA;FP;A
279;60;4;masking_go;2604;FPA;17;FPA_17;2,445604203;FP;A
1517;61;4;CNTX;2604;FPA;17;FPA_17;3,180985581;FP;A
1583;62;4;PREG;2604;FPA;17;FPA_17;3,217747073;FP;A
1774;63;4;blanco_CUANT;2604;FPA;17;FPA_17;3,248953615;FP;A
789;64;4;blanco_REST;2604;FPA;17;FPA_17;2,897077003;FP;A
1930;65;4;preg_Y;2604;FPA;17;FPA_17;3,285557309;FP;A
699;66;4;;2604;FPA;17;FPA_17;2,844477176;FP;A
-1;67;4;masking_nogo;2604;FPS;5;FPS_5;NA;FP;S
42;68;4;masking_go;2604;FPS;5;FPS_5;1,62324929;FP;S
3951;69;4;CNTX;2604;FPS;5;FPS_5;3,59670703;FP;S
756;70;4;PREG;2604;FPS;5;FPS_5;2,896526217;FP;S
924;71;4;blanco_CUANT;2604;FPS;5;FPS_5;2,965671971;FP;S
934;72;4;blanco_REST;2604;FPS;5;FPS_5;2,970346876;FP;S
-1;73;4;masking_nogo;2604;CNA;7;CNA_7;NA;CN;A
325;74;4;masking_go;2604;CNA;7;CNA_7;2,511883361;CN;A
2938;75;4;CNTX;2604;CNA;7;CNA_7;3,468051791;CN;A
1362;76;4;PREG;2604;CNA;7;CNA_7;3,134177108;CN;A
1169;77;4;blanco_CUANT;2604;CNA;7;CNA_7;3,067814511;CN;A
1021;78;4;blanco_REST;2604;CNA;7;CNA_7;3,009025742;CN;A
3160;79;4;preg_N;2604;CNA;7;CNA_7;3,499687083;CN;A
932;80;4;;2604;CNA;7;CNA_7;2,969415912;CN;A
-1;81;4;masking_nogo;2604;FPA;16;FPA_16;NA;FP;A
282;82;4;masking_go;2604;FPA;16;FPA_16;2,450249108;FP;A
2881;83;4;CNTX;2604;FPA;16;FPA_16;3,459543258;FP;A
555;84;4;PREG;2604;FPA;16;FPA_16;2,762678564;FP;A
954;85;4;blanco_CUANT;2604;FPA;16;FPA_16;2,979548375;FP;A
1208;86;4;blanco_REST;2604;FPA;16;FPA_16;3,082066934;FP;A
-1;87;4;masking_nogo;2604;CNA;8;CNA_8;NA;CN;A
278;88;4;masking_go;2604;CNA;8;CNA_8;2,444044796;CN;A
1724;89;4;CNTX;2604;CNA;8;CNA_8;3,236537261;CN;A
934;90;4;PREG;2604;CNA;8;CNA_8;2,970346876;CN;A
899;91;4;blanco_CUANT;2604;CNA;8;CNA_8;2,953759692;CN;A
838;92;4;blanco_REST;2604;CNA;8;CNA_8;2,923244019;CN;A
-1;93;4;masking_nogo;2604;FPS;3;FPS_3;NA;FP;S
318;94;4;masking_go;2604;FPS;3;FPS_3;2,50242712;FP;S
2629;95;4;CNTX;2604;FPS;3;FPS_3;3,419790586;FP;S
1055;96;4;PREG;2604;FPS;3;FPS_3;3,041392685;FP;S
1484;97;4;blanco_CUANT;2604;FPS;3;FPS_3;3,171433901;FP;S
859;98;4;blanco_REST;2604;FPS;3;FPS_3;2,933993164;FP;S
-1;1;4;masking_nogo;2763;FPS;2;FPS_2;NA;FP;S
363;2;4;masking_go;2763;FPS;2;FPS_2;2,559906625;FP;S
1974;3;4;CNTX;2763;FPS;2;FPS_2;3,295347148;FP;S
2106;4;4;PREG;2763;FPS;2;FPS_2;3,341632336;FP;S
1254;5;4;blanco_CUANT;2763;FPS;2;FPS_2;3,098297536;FP;S
1653;6;4;blanco_REST;2763;FPS;2;FPS_2;3,218272854;FP;S
5126;7;4;preg_N;2763;FPS;2;FPS_2;3,709778602;FP;S
1552;8;4;;2763;FPS;2;FPS_2;3,190891717;FP;S
-1;9;4;masking_nogo;2763;FPA;19;FPA_19;NA;FP;A
336;10;4;masking_go;2763;FPA;19;FPA_19;2,526339277;FP;A
1872;11;4;CNTX;2763;FPA;19;FPA_19;3,272305844;FP;A
901;12;4;PREG;2763;FPA;19;FPA_19;2,972665592;FP;A
741;13;4;blanco_CUANT;2763;FPA;19;FPA_19;2,869818208;FP;A
1046;14;4;blanco_REST;2763;FPA;19;FPA_19;3,019531685;FP;A
-1;15;4;masking_nogo;2763;CNA;7;CNA_7;NA;CN;A
222;16;4;masking_go;2763;CNA;7;CNA_7;2,346352974;CN;A
1218;17;4;CNTX;2763;CNA;7;CNA_7;3,085647288;CN;A
858;18;4;PREG;2763;CNA;7;CNA_7;2,933487288;CN;A
594;19;4;blanco_CUANT;2763;CNA;7;CNA_7;2,773786445;CN;A
908;20;4;blanco_REST;2763;CNA;7;CNA_7;2,958085849;CN;A
1725;21;4;preg_N;2763;CNA;7;CNA_7;3,236789099;CN;A
853;22;4;;2763;CNA;7;CNA_7;2,930949031;CN;A
-1;23;4;masking_nogo;2763;CNA;8;CNA_8;NA;CN;A
249;24;4;masking_go;2763;CNA;8;CNA_8;2,396199347;CN;A
1490;25;4;CNTX;2763;CNA;8;CNA_8;3,173186268;CN;A
774;26;4;PREG;2763;CNA;8;CNA_8;2,888740961;CN;A
647;27;4;blanco_CUANT;2763;CNA;8;CNA_8;2,810904281;CN;A
704;28;4;blanco_REST;2763;CNA;8;CNA_8;2,847572659;CN;A
-1;29;4;masking_nogo;2763;FPA;18;FPA_18;NA;FP;A
488;30;4;masking_go;2763;FPA;18;FPA_18;2,688419822;FP;A
2488;31;4;CNTX;2763;FPA;18;FPA_18;3,395850376;FP;A
1573;32;4;PREG;2763;FPA;18;FPA_18;3,214843848;FP;A
1252;33;4;blanco_CUANT;2763;FPA;18;FPA_18;3,097604329;FP;A
990;34;4;blanco_REST;2763;FPA;18;FPA_18;2,995635195;FP;A
-1;35;4;masking_nogo;2763;FPS;4;FPS_4;NA;FP;S
155;36;4;masking_go;2763;FPS;4;FPS_4;2,190331698;FP;S
1635;37;4;CNTX;2763;FPS;4;FPS_4;3,213517757;FP;S
929;38;4;PREG;2763;FPS;4;FPS_4;2,986323777;FP;S
1282;39;4;blanco_CUANT;2763;FPS;4;FPS_4;3,107888025;FP;S
767;40;4;blanco_REST;2763;FPS;4;FPS_4;2,884795364;FP;S
-1;41;4;masking_nogo;2763;FPS;5;FPS_5;NA;FP;S
181;42;4;masking_go;2763;FPS;5;FPS_5;2,257678575;FP;S
1964;43;4;CNTX;2763;FPS;5;FPS_5;3,293141483;FP;S
870;44;4;PREG;2763;FPS;5;FPS_5;2,957607287;FP;S
801;45;4;blanco_CUANT;2763;FPS;5;FPS_5;2,903632516;FP;S
523;46;4;blanco_REST;2763;FPS;5;FPS_5;2,718501689;FP;S
-1;47;4;masking_nogo;2763;CNA;6;CNA_6;NA;CN;A
348;48;4;masking_go;2763;CNA;6;CNA_6;2,541579244;CN;A
1374;49;4;CNTX;2763;CNA;6;CNA_6;3,137986733;CN;A
534;50;4;PREG;2763;CNA;6;CNA_6;2,727541257;CN;A
943;51;4;blanco_CUANT;2763;CNA;6;CNA_6;2,974511693;CN;A
610;52;4;blanco_REST;2763;CNA;6;CNA_6;2,785329835;CN;A
1189;53;4;preg_Y;2763;CNA;6;CNA_6;3,075181855;CN;A
705;54;4;;2763;CNA;6;CNA_6;2,848189117;CN;A
-1;55;4;masking_nogo;2763;FPA;17;FPA_17;NA;FP;A
237;56;4;masking_go;2763;FPA;17;FPA_17;2,374748346;FP;A
1392;57;4;CNTX;2763;FPA;17;FPA_17;3,143639235;FP;A
1187;58;4;PREG;2763;FPA;17;FPA_17;3,092720645;FP;A
1418;59;4;blanco_CUANT;2763;FPA;17;FPA_17;3,151676231;FP;A
2120;60;4;blanco_REST;2763;FPA;17;FPA_17;3,326335861;FP;A
1572;61;4;preg_Y;2763;FPA;17;FPA_17;3,196452542;FP;A
898;62;4;;2763;FPA;17;FPA_17;2,953276337;FP;A
2089;63;4;masking_nogo;2763;FPS;1;FPS_1;3,31993844;FP;S
472;64;4;masking_go;2763;FPS;1;FPS_1;2,673941999;FP;S
3098;65;4;CNTX;2763;FPS;1;FPS_1;3,491081413;FP;S
951;66;4;PREG;2763;FPS;1;FPS_1;2,996511672;FP;S
2141;67;4;blanco_CUANT;2763;FPS;1;FPS_1;3,330616667;FP;S
932;68;4;blanco_REST;2763;FPS;1;FPS_1;2,969415912;FP;S
-1;69;4;masking_nogo;2763;CNA;9;CNA_9;NA;CN;A
272;70;4;masking_go;2763;CNA;9;CNA_9;2,434568904;CN;A
984;71;4;CNTX;2763;CNA;9;CNA_9;2,992995098;CN;A
1107;72;4;PREG;2763;CNA;9;CNA_9;3,044147621;CN;A
817;73;4;blanco_CUANT;2763;CNA;9;CNA_9;2,912222057;CN;A
929;74;4;blanco_REST;2763;CNA;9;CNA_9;2,968015714;CN;A
-1;75;4;masking_nogo;2763;FPA;16;FPA_16;NA;FP;A
217;76;4;masking_go;2763;FPA;16;FPA_16;2,336459734;FP;A
2091;77;4;CNTX;2763;FPA;16;FPA_16;3,320354033;FP;A
498;78;4;PREG;2763;FPA;16;FPA_16;2,715167358;FP;A
539;79;4;blanco_CUANT;2763;FPA;16;FPA_16;2,731588765;FP;A
616;80;4;blanco_REST;2763;FPA;16;FPA_16;2,789580712;FP;A
-1;81;4;masking_nogo;2763;CNA;10;CNA_10;NA;CN;A
223;82;4;masking_go;2763;CNA;10;CNA_10;2,348304863;CN;A
969;83;4;CNTX;2763;CNA;10;CNA_10;2,986323777;CN;A
613;84;4;PREG;2763;CNA;10;CNA_10;2,787460475;CN;A
606;85;4;blanco_CUANT;2763;CNA;10;CNA_10;2,782472624;CN;A
942;86;4;blanco_REST;2763;CNA;10;CNA_10;2,974050903;CN;A
2083;87;4;masking_nogo;2763;FPA;20;FPA_20;3,31868927;FP;A
492;88;4;masking_go;2763;FPA;20;FPA_20;2,691965103;FP;A
1299;89;4;CNTX;2763;FPA;20;FPA_20;3,113609151;FP;A
637;90;4;PREG;2763;FPA;20;FPA_20;2,822168079;FP;A
715;91;4;blanco_CUANT;2763;FPA;20;FPA_20;2,854306042;FP;A
692;92;4;blanco_REST;2763;FPA;20;FPA_20;2,840106094;FP;A
-1;93;4;masking_nogo;2763;FPS;3;FPS_3;NA;FP;S
324;94;4;masking_go;2763;FPS;3;FPS_3;2,51054501;FP;S
1619;95;4;CNTX;2763;FPS;3;FPS_3;3,209246849;FP;S
1507;96;4;PREG;2763;FPS;3;FPS_3;3,196176185;FP;S
1289;97;4;blanco_CUANT;2763;FPS;3;FPS_3;3,110252917;FP;S
671;98;4;blanco_REST;2763;FPS;3;FPS_3;2,82672252;FP;S
811;1;4;masking_nogo;2782;CNA;10;CNA_10;2,909020854;CN;A
487;2;4;masking_go;2782;CNA;10;CNA_10;2,687528961;CN;A
2998;3;4;CNTX;2782;CNA;10;CNA_10;3,476831629;CN;A
1035;4;4;PREG;2782;CNA;10;CNA_10;3,01494035;CN;A
907;5;4;blanco_CUANT;2782;CNA;10;CNA_10;2,957607287;CN;A
2450;6;4;blanco_REST;2782;CNA;10;CNA_10;3,389166084;CN;A
1579;7;4;masking_nogo;2782;FPS;2;FPS_2;3,19838213;FP;S
480;8;4;masking_go;2782;FPS;2;FPS_2;2,681241237;FP;S
5285;9;4;CNTX;2782;FPS;2;FPS_2;3,723044992;FP;S
939;10;4;PREG;2782;FPS;2;FPS_2;2,990782692;FP;S
1366;11;4;blanco_CUANT;2782;FPS;2;FPS_2;3,135450699;FP;S
1246;12;4;blanco_REST;2782;FPS;2;FPS_2;3,095518042;FP;S
19788;13;4;preg_N;2782;FPS;2;FPS_2;4,296401902;FP;S
7659;14;4;;2782;FPS;2;FPS_2;3,88417207;FP;S
1145;15;4;masking_nogo;2782;FPA;17;FPA_17;3,058805487;FP;A
621;16;4;masking_go;2782;FPA;17;FPA_17;2,7930916;FP;A
14533;17;4;CNTX;2782;FPA;17;FPA_17;4,162355274;FP;A
3551;18;4;PREG;2782;FPA;17;FPA_17;3,568553712;FP;A
1644;19;4;blanco_CUANT;2782;FPA;17;FPA_17;3,215901813;FP;A
2537;20;4;blanco_REST;2782;FPA;17;FPA_17;3,404320467;FP;A
5458;21;4;preg_Y;2782;FPA;17;FPA_17;3,737033531;FP;A
1903;22;4;;2782;FPA;17;FPA_17;3,279438788;FP;A
768;23;4;masking_nogo;2782;CNA;9;CNA_9;2,88536122;CN;A
547;24;4;masking_go;2782;CNA;9;CNA_9;2,737987326;CN;A
12547;25;4;CNTX;2782;CNA;9;CNA_9;4,098539898;CN;A
3247;26;4;PREG;2782;CNA;9;CNA_9;3,511482289;CN;A
1518;27;4;blanco_CUANT;2782;CNA;9;CNA_9;3,181271772;CN;A
1961;28;4;blanco_REST;2782;CNA;9;CNA_9;3,292477594;CN;A
529;29;4;masking_nogo;2782;FPS;5;FPS_5;2,723455672;FP;S
823;30;4;masking_go;2782;FPS;5;FPS_5;2,915399835;FP;S
3427;31;4;CNTX;2782;FPS;5;FPS_5;3,534914104;FP;S
681;32;4;PREG;2782;FPS;5;FPS_5;2,851258349;FP;S
1010;33;4;blanco_CUANT;2782;FPS;5;FPS_5;3,004321374;FP;S
1379;34;4;blanco_REST;2782;FPS;5;FPS_5;3,139564266;FP;S
580;35;4;masking_nogo;2782;FPA;20;FPA_20;2,763427994;FP;A
342;36;4;masking_go;2782;FPA;20;FPA_20;2,534026106;FP;A
1432;37;4;CNTX;2782;FPA;20;FPA_20;3,155943018;FP;A
767;38;4;PREG;2782;FPA;20;FPA_20;2,903089987;FP;A
1210;39;4;blanco_CUANT;2782;FPA;20;FPA_20;3,08278537;FP;A
851;40;4;blanco_REST;2782;FPA;20;FPA_20;2,92992956;FP;A
679;41;4;masking_nogo;2782;FPA;16;FPA_16;2,831869774;FP;A
27;42;4;masking_go;2782;FPA;16;FPA_16;1,431363764;FP;A
3742;43;4;CNTX;2782;FPA;16;FPA_16;3,573103783;FP;A
746;44;4;PREG;2782;FPA;16;FPA_16;2,890979597;FP;A
1022;45;4;blanco_CUANT;2782;FPA;16;FPA_16;3,009450896;FP;A
5895;46;4;blanco_REST;2782;FPA;16;FPA_16;3,770483809;FP;A
475;47;4;masking_nogo;2782;FPS;3;FPS_3;2,67669361;FP;S
510;48;4;masking_go;2782;FPS;3;FPS_3;2,707570176;FP;S
7883;49;4;CNTX;2782;FPS;3;FPS_3;3,896691527;FP;S
1009;50;4;PREG;2782;FPS;3;FPS_3;3,02201574;FP;S
2146;51;4;blanco_CUANT;2782;FPS;3;FPS_3;3,331629718;FP;S
869;52;4;blanco_REST;2782;FPS;3;FPS_3;2,939019776;FP;S
608;53;4;masking_nogo;2782;CNA;6;CNA_6;2,783903579;CN;A
347;54;4;masking_go;2782;CNA;6;CNA_6;2,540329475;CN;A
4414;55;4;CNTX;2782;CNA;6;CNA_6;3,644832329;CN;A
888;56;4;PREG;2782;CNA;6;CNA_6;2,948412966;CN;A
1557;57;4;blanco_CUANT;2782;CNA;6;CNA_6;3,192288613;CN;A
1250;58;4;blanco_REST;2782;CNA;6;CNA_6;3,096910013;CN;A
3971;59;4;preg_Y;2782;CNA;6;CNA_6;3,598899887;CN;A
1718;60;4;;2782;CNA;6;CNA_6;3,235023159;CN;A
839;61;4;masking_nogo;2782;CNA;8;CNA_8;2,923761961;CN;A
615;62;4;masking_go;2782;CNA;8;CNA_8;2,788875116;CN;A
3627;63;4;CNTX;2782;CNA;8;CNA_8;3,559547556;CN;A
2127;64;4;PREG;2782;CNA;8;CNA_8;3,32776749;CN;A
946;65;4;blanco_CUANT;2782;CNA;8;CNA_8;2,975891136;CN;A
1172;66;4;blanco_REST;2782;CNA;8;CNA_8;3,068927612;CN;A
556;67;4;masking_nogo;2782;FPS;1;FPS_1;2,745074792;FP;S
357;68;4;masking_go;2782;FPS;1;FPS_1;2,552668216;FP;S
5241;69;4;CNTX;2782;FPS;1;FPS_1;3,71941416;FP;S
2411;70;4;PREG;2782;FPS;1;FPS_1;3,400365273;FP;S
1509;71;4;blanco_CUANT;2782;FPS;1;FPS_1;3,17868924;FP;S
969;72;4;blanco_REST;2782;FPS;1;FPS_1;2,986323777;FP;S
512;73;4;masking_nogo;2782;FPA;19;FPA_19;2,709269961;FP;A
345;74;4;masking_go;2782;FPA;19;FPA_19;2,537819095;FP;A
3229;75;4;CNTX;2782;FPA;19;FPA_19;3,509068045;FP;A
860;76;4;PREG;2782;FPA;19;FPA_19;2,952792443;FP;A
748;77;4;blanco_CUANT;2782;FPA;19;FPA_19;2,873901598;FP;A
502;78;4;blanco_REST;2782;FPA;19;FPA_19;2,700703717;FP;A
618;79;4;masking_nogo;2782;FPA;18;FPA_18;2,790988475;FP;A
94;80;4;masking_go;2782;FPA;18;FPA_18;1,973127854;FP;A
4321;81;4;CNTX;2782;FPA;18;FPA_18;3,635584266;FP;A
1386;82;4;PREG;2782;FPA;18;FPA_18;3,159867847;FP;A
1629;83;4;blanco_CUANT;2782;FPA;18;FPA_18;3,211921084;FP;A
692;84;4;blanco_REST;2782;FPA;18;FPA_18;2,840106094;FP;A
905;85;4;masking_nogo;2782;CNA;7;CNA_7;2,956648579;CN;A
543;86;4;masking_go;2782;CNA;7;CNA_7;2,73479983;CN;A
5877;87;4;CNTX;2782;CNA;7;CNA_7;3,769155691;CN;A
14420;88;4;PREG;2782;CNA;7;CNA_7;4,15896526;CN;A
2277;89;4;blanco_CUANT;2782;CNA;7;CNA_7;3,357363031;CN;A
1109;90;4;blanco_REST;2782;CNA;7;CNA_7;3,044931546;CN;A
2404;91;4;preg_N;2782;CNA;7;CNA_7;3,380934463;CN;A
1338;92;4;;2782;CNA;7;CNA_7;3,126456113;CN;A
1114;93;4;masking_nogo;2782;FPS;4;FPS_4;3,046885191;FP;S
371;94;4;masking_go;2782;FPS;4;FPS_4;2,56937391;FP;S
2309;95;4;CNTX;2782;FPS;4;FPS_4;3,363423933;FP;S
1374;96;4;PREG;2782;FPS;4;FPS_4;3,15624619;FP;S
1029;97;4;blanco_CUANT;2782;FPS;4;FPS_4;3,012415375;FP;S
1287;98;4;blanco_REST;2782;FPS;4;FPS_4;3,109578547;FP;S
-1;1;4;masking_nogo;3109;FPS;1;FPS_1;NA;FP;S
293;2;4;masking_go;3109;FPS;1;FPS_1;2,46686762;FP;S
3114;3;4;CNTX;3109;FPS;1;FPS_1;3,493318608;FP;S
1104;4;4;PREG;3109;FPS;1;FPS_1;3,061075324;FP;S
2239;5;4;blanco_CUANT;3109;FPS;1;FPS_1;3,350054094;FP;S
926;6;4;blanco_REST;3109;FPS;1;FPS_1;2,966610987;FP;S
-1;7;4;masking_nogo;3109;CNA;8;CNA_8;NA;CN;A
368;8;4;masking_go;3109;CNA;8;CNA_8;2,565847819;CN;A
1708;9;4;CNTX;3109;CNA;8;CNA_8;3,232487866;CN;A
3106;10;4;PREG;3109;CNA;8;CNA_8;3,492201451;CN;A
946;11;4;blanco_CUANT;3109;CNA;8;CNA_8;2,975891136;CN;A
605;12;4;blanco_REST;3109;CNA;8;CNA_8;2,781755375;CN;A
489;13;4;masking_nogo;3109;FPA;16;FPA_16;2,689308859;FP;A
246;14;4;masking_go;3109;FPA;16;FPA_16;2,390935107;FP;A
1724;15;4;CNTX;3109;FPA;16;FPA_16;3,236537261;FP;A
