subject;index;acceptability;condition;idnumber
247;34;4;CNS;11
247;36;5;CNA;1
247;44;3;FPS;2
247;48;2;FPS;5
247;56;3;CNA;4
247;58;4;FPA;15
247;60;3;CNS;15
247;64;5;CNA;2
247;66;4;FPA;14
247;70;2;CNS;13
247;78;5;FPS;4
247;80;5;CNS;14
247;82;5;FPA;13
247;90;2;FPS;3
247;92;5;CNA;5
248;16;4;FPS;5
248;24;4;CNA;4
248;32;6;FPA;13
248;38;6;CNS;12
248;42;6;CNA;1
248;48;4;FPA;15
248;52;1;FPS;3
248;58;6;CNA;5
248;62;6;CNS;13
248;66;3;FPA;14
248;68;4;CNA;3
248;76;4;FPS;1
248;78;4;CNS;15
248;82;6;CNA;2
248;84;0;CNS;11
248;86;6;FPA;11
248;90;6;FPS;4
249;18;4;FPA;12
249;22;1;CNS;15
249;24;1;CNA;5
249;28;2;FPS;5
249;32;5;CNA;1
249;40;0;CNS;11
249;44;3;FPA;14
249;50;2;CNA;3
249;52;1;CNS;13
249;54;1;FPS;3
249;58;1;FPA;15
249;66;6;FPS;4
249;68;1;FPA;11
249;70;0;CNS;14
249;76;6;CNA;2
249;80;0;CNS;12
249;90;0;FPA;13
249;92;6;FPS;2
249;94;3;CNA;4
250;18;6;CNS;12
250;20;6;CNA;2
250;24;6;FPS;3
250;28;6;FPA;12
250;32;6;FPS;2
250;34;6;CNA;3
250;36;5;CNS;15
250;38;6;FPA;14
250;48;6;FPA;11
250;52;6;CNA;5
250;54;6;CNS;13
250;60;6;FPS;4
250;70;6;CNA;1
250;74;6;FPS;5
250;76;5;CNS;14
250;78;5;FPA;15
250;82;4;CNS;11
250;86;6;CNA;4
250;88;6;FPA;13
250;90;6;FPS;1
251;16;3;CNS;15
251;18;1;CNA;1
251;26;6;FPS;1
251;30;6;FPA;13
251;32;5;FPA;15
251;34;4;CNS;11
251;40;4;FPS;3
251;42;6;CNA;5
251;50;6;CNS;12
251;56;6;FPA;12
251;58;6;FPS;4
251;60;6;CNA;4
251;64;6;FPA;11
251;66;6;CNA;3
251;68;6;FPS;5
251;72;6;CNS;13
251;82;6;FPA;14
251;84;6;FPS;2
251;86;6;CNA;2
252;16;3;CNA;3
252;22;5;CNS;12
252;28;4;FPS;2
252;34;3;CNS;11
252;36;4;CNA;4
252;38;6;FPA;12
252;44;6;FPS;4
252;50;6;FPS;5
252;52;5;FPA;15
252;54;0;CNS;15
252;58;6;CNA;1
252;66;6;CNA;5
252;68;4;FPS;1
252;70;6;FPA;14
252;78;4;CNS;14
252;80;4;FPS;3
252;82;3;CNS;13
252;84;6;CNA;2
252;86;6;FPA;13
253;18;4;FPS;4
253;22;5;CNA;3
253;26;3;CNS;13
253;28;4;FPA;11
253;32;5;CNA;2
253;36;5;FPS;5
253;38;1;CNS;15
253;52;4;FPS;1
253;54;4;CNS;12
253;56;4;FPA;15
253;62;4;CNA;1
253;64;5;FPA;13
253;66;0;CNS;11
253;70;3;FPS;2
253;78;5;CNA;4
253;86;5;FPA;12
253;88;4;FPS;3
253;90;0;CNS;14
253;94;1;CNA;5
254;16;5;FPA;13
254;18;5;CNA;4
254;24;5;CNS;13
254;30;5;FPS;3
254;32;6;FPA;12
254;38;6;FPS;2
254;40;1;CNS;15
254;42;5;CNA;2
254;50;1;CNS;11
254;56;6;FPS;5
254;60;4;CNA;1
254;62;4;FPA;14
254;70;3;FPA;11
254;72;4;CNA;3
254;74;4;FPS;4
254;76;4;CNS;12
254;82;4;FPS;1
254;86;4;CNS;14
254;88;5;FPA;15
254;90;4;CNA;5
255;18;6;FPA;11
255;22;2;CNS;14
255;28;3;CNA;5
255;32;6;CNA;2
255;40;6;FPS;4
255;44;5;CNS;15
255;46;5;FPA;14
255;48;5;FPS;2
255;52;5;FPA;12
255;56;4;CNA;1
255;58;2;CNS;12
255;64;4;FPA;13
255;70;6;FPS;5
255;72;6;CNA;4
255;74;0;CNS;11
255;80;3;FPA;15
255;86;6;FPS;3
255;90;6;CNA;3
255;92;5;CNS;13
256;18;1;CNS;12
256;20;4;FPA;15
256;26;3;CNA;2
256;30;5;FPS;2
256;34;5;CNS;14
256;40;6;CNA;1
256;42;5;FPA;13
256;44;4;FPS;4
256;50;6;FPA;11
256;52;6;FPS;5
256;58;5;CNA;4
256;60;5;CNS;11
256;66;5;FPS;1
256;70;5;FPA;14
256;72;2;CNS;15
256;78;5;CNA;3
256;82;4;FPA;12
256;86;5;CNA;5
256;90;5;CNS;13
256;94;3;FPS;3
257;16;5;FPS;9
257;20;6;CNA;10
257;22;4;FPA;18
257;32;1;CNA;6
257;38;6;FPA;16
257;40;6;FPS;6
257;46;5;CNS;16
257;48;4;CNA;9
257;56;5;FPS;10
257;58;5;FPA;20
257;62;2;CNS;19
257;68;0;CNS;18
257;70;4;FPA;17
257;72;5;FPS;7
257;78;5;CNA;7
257;80;6;FPA;19
257;86;3;CNA;8
257;94;5;CNS;17
258;16;5;CNS;17
258;18;2;FPS;9
258;20;4;CNA;6
258;26;4;FPA;16
258;32;3;FPS;10
258;36;3;CNA;8
258;40;2;CNS;20
258;44;2;FPA;20
258;48;5;CNA;9
258;50;4;FPS;6
258;60;4;FPA;18
258;62;2;CNS;18
258;68;4;CNA;10
258;70;5;CNS;19
258;72;5;FPS;8
258;74;4;FPA;19
258;82;5;FPS;7
258;84;5;CNA;7
258;90;5;CNS;16
258;92;4;FPA;17
259;20;6;CNS;17
259;22;5;CNA;9
259;26;6;FPS;7
259;30;6;FPA;18
259;38;6;CNA;8
259;40;6;FPA;17
259;46;6;FPS;8
259;48;1;CNA;6
259;52;6;CNS;18
259;58;6;FPS;10
259;62;6;FPA;20
259;68;6;FPS;9
259;72;6;CNS;16
259;74;5;CNA;10
259;76;6;FPA;16
259;80;0;CNS;20
259;84;6;FPS;6
259;88;3;FPA;19
259;94;4;CNA;7
260;18;4;FPS;8
260;22;4;CNA;7
260;24;2;CNS;20
260;26;3;FPA;17
260;34;3;FPA;18
260;38;1;CNA;6
260;42;4;CNS;19
260;46;4;FPS;10
260;50;4;CNS;17
260;52;3;CNA;9
260;60;4;FPA;20
260;62;4;FPS;6
260;64;4;FPA;19
260;68;1;CNA;8
260;70;4;FPS;9
260;74;6;CNS;16
260;82;2;CNS;18
260;90;5;FPA;16
260;92;5;FPS;7
260;94;4;CNA;10
