subject;index;acceptability;condition;idnumber
124;54;6;CNS;4
124;68;0;FPA;4
124;74;1;CNA;14
124;76;1;CNS;2
124;78;6;FPS;13
124;80;6;CNS;3
124;82;6;FPA;2
124;84;6;CNA;12
124;94;6;FPS;15
125;16;6;FPA;3
125;20;6;CNA;12
125;26;5;FPS;14
125;28;5;CNS;3
125;32;6;CNA;15
125;36;6;FPA;4
125;42;3;CNS;5
125;44;2;FPS;15
125;48;6;CNA;13
125;52;5;FPA;1
125;54;6;CNS;4
125;64;4;CNS;1
125;66;5;FPS;13
125;68;6;FPA;5
125;80;6;FPA;2
125;90;6;FPS;12
125;92;5;CNA;14
125;94;4;CNS;2
126;22;4;CNS;1
126;28;6;FPA;3
126;30;5;CNA;12
126;34;5;FPS;14
126;36;5;CNA;13
126;40;3;CNS;2
126;46;6;FPA;2
126;52;5;FPA;5
126;54;6;FPS;11
126;56;1;CNA;11
126;60;3;CNS;5
126;68;5;FPA;1
126;72;4;FPS;15
126;74;3;CNA;14
126;78;6;CNS;4
126;82;6;FPA;4
126;84;5;CNA;15
126;86;4;CNS;3
126;90;5;FPS;13
127;22;4;FPA;3
127;24;5;CNA;13
127;28;2;CNS;5
127;30;4;FPS;12
127;34;4;FPA;2
127;36;4;FPS;14
127;42;5;CNA;12
127;44;5;CNS;4
127;48;4;FPA;5
127;54;3;CNS;3
127;58;4;FPS;13
127;60;2;CNA;11
127;64;1;CNS;2
127;68;4;CNA;15
127;72;4;FPA;4
127;74;5;FPS;11
127;82;2;CNA;14
127;84;2;CNS;1
127;86;3;FPS;15
127;90;5;FPA;1
128;18;3;FPA;1
128;24;6;CNS;4
128;26;5;FPS;13
128;28;5;CNA;12
128;34;3;CNS;2
128;36;4;CNA;13
128;42;5;FPS;11
128;44;2;FPA;3
128;50;0;CNS;5
128;52;1;CNA;14
128;60;5;FPA;2
128;62;5;FPS;12
128;64;5;FPA;5
128;66;2;FPS;15
128;72;0;CNS;1
128;74;1;CNA;11
128;80;5;CNS;3
128;82;5;FPS;14
128;84;6;CNA;15
128;92;6;FPA;4
129;16;6;CNS;4
129;24;6;FPS;11
129;30;6;CNA;12
129;32;6;FPS;12
129;36;5;CNS;5
129;42;6;CNA;15
129;46;6;FPA;2
129;50;0;CNS;2
129;52;6;FPA;4
129;58;6;CNA;14
129;60;6;FPS;14
129;64;6;FPS;15
129;68;4;CNA;11
129;76;3;CNS;3
129;78;6;FPA;3
129;80;6;CNA;13
129;82;0;CNS;1
129;90;6;FPA;5
129;92;6;FPS;13
130;22;6;FPS;12
130;26;6;FPA;2
130;30;6;CNS;4
130;32;1;CNA;14
130;38;6;FPS;14
130;40;6;FPA;4
130;42;3;CNS;3
130;48;6;FPS;13
130;50;1;CNA;11
130;54;3;CNS;5
130;62;6;FPA;3
130;64;6;CNA;12
130;72;1;CNS;1
130;74;1;FPS;15
130;78;6;FPA;5
130;84;1;CNS;2
130;86;5;FPS;11
130;88;6;CNA;15
130;94;6;FPA;1
131;16;5;CNA;12
131;18;6;FPS;13
131;24;6;CNS;4
131;28;6;FPA;4
131;32;2;CNS;2
131;34;2;CNA;14
131;36;4;FPA;1
131;38;5;FPS;11
131;48;4;CNS;3
131;50;5;FPA;2
131;52;4;FPS;12
131;56;4;CNA;11
131;64;5;FPA;3
131;68;2;CNA;13
131;72;2;FPS;15
131;74;1;CNS;5
131;80;4;FPA;5
131;82;5;CNA;15
131;90;3;FPS;14
131;92;4;CNS;1
132;20;4;CNS;4
132;22;6;CNA;13
132;28;6;FPS;11
132;30;6;FPA;4
132;34;6;CNA;15
132;38;6;FPA;2
132;42;6;FPS;12
132;44;1;CNS;1
132;48;6;CNA;12
132;52;1;CNS;5
132;54;5;FPS;13
132;56;6;FPA;1
132;64;6;FPS;14
132;68;6;CNA;14
132;76;0;CNS;3
132;78;2;FPA;3
132;80;1;CNA;11
132;82;2;FPS;15
132;90;0;FPA;5
132;92;0;CNS;2
133;16;6;FPA;6
133;26;6;CNA;19
133;28;6;FPS;20
133;30;6;CNS;8
133;34;6;FPA;8
133;36;1;CNS;10
133;38;5;FPS;16
133;42;6;CNA;17
133;50;6;FPA;10
133;54;4;CNS;9
133;60;3;FPS;17
133;62;4;CNA;18
133;66;6;FPA;7
133;72;3;CNS;6
133;74;6;CNA;16
133;78;6;FPS;19
133;82;6;FPS;18
133;86;2;CNS;7
133;90;6;FPA;9
133;92;5;CNA;20
134;20;6;FPA;6
134;24;5;FPS;16
134;26;6;CNA;16
134;28;2;CNS;9
134;36;6;FPA;7
134;44;3;FPS;18
134;46;6;CNA;17
134;52;1;CNS;8
134;54;3;FPA;8
134;58;5;CNA;18
134;62;6;FPS;19
134;68;5;FPS;20
134;70;6;CNA;19
134;80;2;FPS;17
134;82;5;CNA;20
134;88;1;FPA;9
135;18;4;FPA;8
135;28;6;FPS;18
135;34;2;CNS;10
135;36;3;FPS;16
135;44;4;CNA;17
135;50;4;FPS;20
135;52;6;FPA;6
135;54;0;CNS;7
135;60;1;CNA;16
135;68;3;FPA;10
135;74;6;CNA;19
135;78;0;CNS;6
135;80;2;FPS;19
135;90;0;CNS;9
135;92;3;CNA;18
135;94;0;FPA;7
136;18;6;CNA;16
136;24;5;CNS;7
136;30;5;FPA;9
136;34;5;FPA;8
136;40;6;CNA;17
136;42;2;CNS;6
136;46;5;FPS;19
136;50;2;CNS;9
136;52;5;FPA;6
136;56;4;CNA;18
136;58;5;FPS;17
136;64;3;CNA;20
136;66;5;FPA;7
136;76;6;FPS;20
136;78;3;CNS;8
136;82;5;FPS;16
136;86;4;CNS;10
136;90;5;FPA;10
136;92;6;CNA;19
137;16;5;CNA;16
137;18;5;FPS;18
137;20;4;FPA;10
137;24;1;CNS;8
137;34;6;CNA;19
137;38;4;CNS;10
137;44;5;FPA;8
137;52;6;FPA;6
137;54;6;CNA;20
137;58;1;CNS;6
137;60;5;FPS;16
137;64;1;FPS;20
137;72;4;CNA;17
137;76;6;FPA;9
137;78;5;CNS;9
137;80;0;FPA;7
137;82;6;CNA;18
137;92;3;CNS;7
137;94;6;FPS;19
138;18;6;FPA;10
138;24;6;CNA;19
138;30;6;FPS;18
138;32;6;FPA;7
138;34;6;CNA;17
138;36;6;CNS;8
138;42;6;FPS;17
138;54;6;CNA;18
138;58;6;FPS;19
138;60;6;FPA;9
138;62;6;CNS;7
138;64;6;FPS;16
138;72;5;CNA;20
138;74;6;CNS;9
138;78;6;FPA;8
138;84;6;CNA;16
138;90;2;CNS;6
138;92;6;FPS;20
138;94;6;FPA;6
139;16;6;CNS;7
139;18;3;FPS;17
139;22;6;CNA;19
139;28;4;FPA;6
139;36;5;FPS;18
139;38;6;FPA;8
139;44;0;CNS;6
139;52;6;FPS;20
139;54;6;CNA;20
139;58;0;FPA;10
139;60;0;CNS;8
139;64;5;FPA;7
139;70;6;FPS;16
139;78;1;CNS;9
139;80;6;CNA;17
139;82;5;FPA;9
139;84;1;FPS;19
139;94;1;CNS;10
140;16;4;FPS;19
140;18;5;CNA;19
140;22;6;FPA;8
140;32;5;FPA;6
140;36;6;CNA;16
140;42;2;CNS;6
140;46;6;FPS;20
140;54;5;CNA;18
140;56;6;FPA;9
140;58;4;CNS;10
140;60;5;FPS;16
140;72;5;CNS;7
140;74;5;FPA;10
140;76;5;CNA;20
140;80;5;FPS;17
140;82;6;FPA;7
140;88;4;CNS;9
140;92;5;CNA;17
141;16;4;CNA;20
141;18;2;FPA;10
141;24;2;CNS;8
141;30;6;FPS;20
141;36;6;FPS;17
141;38;2;CNS;6
141;40;6;CNA;17
141;42;6;FPA;8
141;48;6;CNA;18
141;58;6;FPS;18
141;60;6;FPA;9
141;62;6;CNS;9
141;64;6;FPA;6
141;66;6;FPS;16
141;68;6;CNA;19
141;78;2;CNS;10
141;84;6;CNS;7
141;86;6;FPS;19
141;90;6;FPA;7
141;92;6;CNA;16
142;22;4;CNS;6
142;26;6;FPA;7
142;28;6;FPS;16
142;30;6;CNA;16
142;34;6;FPA;10
142;38;6;FPS;18
142;42;6;CNA;17
142;46;6;CNS;9
142;48;6;CNA;18
142;52;6;FPS;17
142;58;2;FPA;9
142;66;6;CNS;10
142;70;6;FPS;19
142;72;0;CNA;19
142;76;6;FPA;8
142;80;6;FPS;20
142;86;6;CNS;7
142;88;6;CNA;20
142;90;6;FPA;6
143;22;6;CNA;16
143;26;6;CNS;9
143;28;5;FPS;16
143;32;5;CNA;18
143;36;6;FPS;20
143;40;4;FPA;9
143;44;3;CNS;7
143;54;4;FPA;7
143;58;4;FPS;18
143;60;2;CNS;10
143;62;6;CNA;17
143;66;6;FPS;17
143;68;4;FPA;8
143;70;6;CNA;19
143;76;3;CNS;6
143;80;3;CNS;8
143;88;4;FPS;19
143;90;4;FPA;10
143;92;6;CNA;20
144;20;3;CNS;6
144;22;6;CNA;18
144;24;3;FPS;16
144;28;6;FPA;9
144;32;6;FPS;19
144;34;6;FPA;7
144;40;0;CNS;8
144;44;6;CNA;20
144;48;6;FPS;18
144;52;6;CNA;16
144;56;4;CNS;7
144;62;6;FPA;8
144;66;6;CNA;17
144;74;4;CNS;9
144;76;6;FPS;20
144;78;6;FPA;10
144;80;6;CNA;19
144;84;4;CNS;10
144;92;6;FPA;6
144;94;6;FPS;17
145;22;3;CNA;18
145;24;6;FPS;19
145;26;6;FPA;9
145;28;4;CNS;8
145;36;0;FPA;7
145;40;3;CNS;10
145;44;1;FPS;18
145;46;2;CNA;17
145;54;3;FPS;20
145;56;6;CNA;20
145;58;0;CNS;9
145;66;3;FPA;10
145;68;6;CNA;16
145;70;2;FPS;17
145;74;2;CNS;7
145;80;3;FPA;8
145;86;5;CNA;19
145;92;3;CNS;6
145;94;4;FPS;16
146;16;6;FPA;7
146;22;6;CNS;7
146;26;6;FPS;19
146;28;4;CNA;18
146;36;6;FPS;17
146;40;3;CNS;6
146;44;6;FPA;9
146;46;6;CNA;16
146;48;6;CNA;19
146;52;5;FPA;6
146;60;4;CNS;10
146;62;5;FPS;16
146;64;5;FPA;10
146;68;4;FPS;18
146;76;6;CNA;17
146;78;6;CNS;9
146;80;4;CNA;20
146;86;6;FPS;20
146;88;5;FPA;8
146;92;3;CNS;8
147;18;6;CNA;17
147;22;6;FPS;19
147;24;2;CNS;7
147;28;3;FPA;9
147;34;6;CNA;20
147;36;5;FPA;6
147;42;2;CNS;9
147;46;4;FPS;20
147;50;6;CNA;19
147;52;3;CNS;8
147;54;6;FPA;8
147;62;4;FPS;18
147;64;1;CNS;10
147;68;1;FPA;10
147;70;4;CNA;18
147;78;2;FPS;16
147;82;5;FPA;7
147;86;0;CNS;6
147;88;6;CNA;16
147;90;6;FPS;17
148;24;6;FPS;20
148;26;5;CNS;7
148;30;4;FPA;9
148;32;4;FPS;18
148;40;6;CNA;18
148;42;5;FPA;10
148;46;1;CNS;10
148;48;4;FPA;8
148;54;4;FPS;19
148;56;5;CNA;20
148;58;0;CNS;6
148;66;2;CNS;9
148;68;6;FPA;6
148;70;6;FPS;17
148;76;4;CNA;19
148;84;3;FPA;7
148;86;6;FPS;16
148;88;5;CNA;17
148;92;4;CNS;8
149;18;5;FPA;8
149;20;3;CNA;18
149;32;6;FPA;6
149;36;6;CNA;19
149;42;0;CNS;6
149;46;6;FPS;20
149;48;3;CNA;20
149;56;5;FPA;10
149;58;6;FPS;16
149;60;5;CNS;8
149;66;2;CNS;9
149;72;4;FPS;17
149;76;6;FPA;9
149;78;6;CNA;17
149;82;6;FPA;7
149;84;4;CNS;7
149;86;5;FPS;19
149;88;6;CNA;16
150;16;6;CNA;19
150;22;6;FPA;7
150;28;3;CNS;10
150;30;6;FPS;17
150;34;6;CNA;17
150;38;6;FPS;19
150;44;6;CNS;7
150;46;6;FPA;6
150;48;0;FPS;16
150;52;4;FPA;10
150;60;2;CNS;6
150;62;6;CNA;16
150;64;4;FPA;9
150;68;6;CNA;20
150;72;5;FPS;20
150;74;2;CNS;9
150;80;1;CNS;8
150;84;6;FPA;8
150;88;6;FPS;18
150;92;1;CNA;18
151;16;0;CNS;11
151;20;3;FPA;13
151;22;3;CNA;3
151;24;6;FPS;2
151;36;5;CNA;2
151;38;2;FPS;1
151;44;1;CNS;15
151;46;6;FPA;12
151;48;5;CNA;4
151;50;5;FPA;11
151;60;3;CNS;12
151;62;2;FPS;5
151;68;4;CNS;13
151;70;1;FPA;15
151;76;4;CNA;1
151;78;5;FPS;4
151;80;4;FPA;14
151;84;3;CNS;14
151;86;2;FPS;3
151;92;6;CNA;5
152;20;6;CNA;2
152;26;5;FPS;2
152;28;6;FPA;12
152;32;4;CNA;3
152;36;6;FPA;14
152;40;2;FPS;3
152;46;0;CNS;12
152;52;0;FPA;11
152;56;3;FPS;4
152;58;5;CNA;5
152;62;5;CNS;13
152;72;5;FPA;13
152;76;5;CNS;14
152;78;4;CNA;1
152;86;1;FPA;15
152;90;3;CNA;4
152;92;3;CNS;15
152;94;4;FPS;5
153;16;5;CNA;5
153;20;6;FPS;5
153;22;5;CNS;13
153;28;6;FPA;11
153;32;6;FPS;3
153;34;5;CNA;1
153;40;6;FPA;14
153;44;1;CNS;15
153;48;5;FPS;2
153;50;1;CNS;11
153;52;4;CNA;4
153;56;6;FPA;12
153;66;6;CNA;3
153;72;5;FPA;13
153;74;3;CNS;12
153;80;6;FPS;4
153;82;0;CNS;14
153;84;6;FPA;15
153;94;6;CNA;2
154;16;6;FPS;1
154;20;3;CNS;14
154;22;6;CNA;5
154;28;4;FPA;14
154;32;4;CNA;4
154;36;5;FPS;5
154;40;6;CNS;12
154;44;3;FPA;13
154;48;6;FPA;12
154;52;6;FPS;4
154;56;3;CNS;13
154;60;6;CNA;2
154;64;5;FPS;3
154;66;6;CNA;1
154;68;2;CNS;15
154;78;6;FPA;11
154;84;6;FPA;15
154;86;6;FPS;2
154;92;6;CNA;3
154;94;1;CNS;11
155;16;6;CNA;4
155;18;6;FPA;12
155;28;6;FPS;4
155;30;5;CNS;14
155;32;5;FPA;11
155;38;5;CNS;13
155;42;6;FPS;2
155;44;6;CNA;1
155;52;6;FPS;5
155;56;3;CNS;15
155;58;6;CNA;2
155;60;6;FPA;14
155;64;6;CNS;12
155;72;5;FPS;1
155;76;6;FPA;15
155;78;6;CNA;3
155;80;4;CNS;11
155;82;6;CNA;5
155;90;6;FPS;3
155;92;5;FPA;13
156;22;6;CNA;4
156;26;5;FPA;14
156;34;6;CNA;1
156;40;6;FPS;4
156;44;0;CNS;11
156;46;6;FPA;11
156;48;6;FPS;2
156;50;6;CNA;5
156;52;6;FPA;13
156;54;6;CNS;13
156;66;5;CNA;2
156;70;4;FPS;5
156;76;4;CNS;15
156;78;5;FPA;12
156;82;1;CNS;12
156;86;6;FPA;15
156;90;5;CNA;3
157;16;6;CNS;12
157;22;6;FPS;1
157;26;5;FPA;15
157;32;3;CNS;15
157;36;5;CNA;3
157;40;5;FPA;14
157;44;6;FPS;4
157;48;5;CNA;5
157;56;2;CNS;13
157;58;6;FPS;2
157;60;6;FPA;12
157;68;6;CNA;4
157;70;5;FPS;5
157;74;6;FPA;13
157;78;3;CNS;14
157;80;0;CNS;11
157;86;6;FPS;3
157;88;5;FPA;11
157;92;4;CNA;2
158;16;6;CNA;2
158;22;0;CNS;14
158;28;6;FPS;4
158;30;6;FPA;14
158;36;6;CNA;5
158;38;6;FPA;15
158;40;6;FPS;1
158;42;0;CNS;15
158;50;6;FPA;12
158;54;5;CNA;4
158;58;6;FPS;2
158;62;2;CNS;12
158;64;6;FPA;11
158;66;6;CNA;3
158;74;4;CNS;13
158;78;6;FPS;3
158;80;6;FPA;13
158;82;0;CNS;11
158;86;6;FPS;5
158;92;6;CNA;1
159;20;6;CNS;13
159;22;6;FPA;11
159;24;6;FPS;2
159;30;5;CNA;5
159;36;1;CNS;14
159;38;3;FPA;14
159;42;2;FPS;1
159;44;5;CNA;4
159;48;5;FPS;5
159;50;1;CNS;12
159;58;6;FPA;13
159;60;6;CNA;3
159;68;0;CNS;11
159;74;5;CNA;1
159;76;4;FPA;15
159;78;6;FPS;4
159;80;5;CNA;2
159;82;6;FPA;12
159;90;1;CNS;15
159;92;2;FPS;3
160;18;6;FPS;5
160;26;2;CNS;15
160;28;6;CNA;4
160;30;5;FPA;14
160;34;6;FPA;15
160;38;6;CNA;5
160;42;6;FPS;2
160;46;2;CNS;11
160;48;4;CNS;14
160;56;6;FPA;12
160;58;6;CNA;1
160;60;6;FPS;4
160;64;6;CNA;2
160;68;6;FPA;11
160;74;5;FPS;1
160;76;5;CNS;13
160;82;6;FPA;13
160;84;5;CNA;3
160;88;6;CNS;12
160;90;5;FPS;3
161;18;6;FPA;15
161;20;3;FPS;5
161;26;6;CNA;3
161;30;5;CNS;12
161;34;4;CNA;2
161;36;6;FPA;14
161;44;1;CNS;11
161;48;6;FPA;11
161;50;0;CNS;15
161;54;6;CNA;4
161;58;6;FPS;2
161;64;6;CNS;13
161;66;5;FPS;4
161;74;6;CNA;5
161;76;6;FPA;12
161;80;6;FPA;13
161;82;0;FPS;3
161;92;4;CNS;14
161;94;6;CNA;1
162;20;6;CNS;13
162;24;6;FPS;2
162;26;3;FPA;14
162;30;4;CNA;5
162;38;6;FPA;13
162;40;3;FPS;1
162;44;5;CNA;4
162;46;5;CNS;14
162;48;6;FPA;15
162;50;6;FPS;5
162;56;6;CNS;15
162;60;6;CNA;1
162;64;6;CNA;2
162;66;6;CNS;12
162;68;6;FPS;3
162;70;6;FPA;12
162;80;3;CNS;11
162;84;6;FPS;4
162;86;3;FPA;11
162;88;6;CNA;3
163;20;2;CNA;5
163;24;3;CNS;15
163;26;6;FPS;4
163;28;6;FPA;11
163;36;6;CNA;2
163;40;4;FPS;1
163;44;3;CNS;13
163;46;6;FPA;12
163;50;6;CNA;1
163;54;1;FPS;5
163;56;5;FPA;15
163;58;1;CNS;12
163;64;3;CNS;11
163;72;6;FPS;3
163;76;5;CNA;3
163;80;0;CNS;14
163;84;6;FPS;2
163;92;6;FPA;14
163;94;6;CNA;4
164;18;6;FPS;9
164;20;6;CNA;8
164;24;3;CNS;18
164;30;6;FPA;17
164;32;6;CNS;16
164;34;6;FPA;20
164;36;6;FPS;7
164;40;6;CNA;7
164;48;6;CNS;17
164;52;6;CNA;10
164;54;6;FPA;19
164;60;6;FPS;6
164;64;0;CNA;6
164;72;0;CNS;20
164;74;6;FPA;16
164;80;6;FPA;18
164;82;5;FPS;10
164;86;6;CNA;9
164;90;0;CNS;19
165;18;5;FPS;8
165;22;2;FPA;18
165;24;5;CNA;6
165;28;5;CNS;20
165;32;3;FPA;19
165;34;5;CNA;7
165;36;4;FPS;10
165;38;3;CNS;16
165;48;1;FPA;17
165;54;6;CNA;8
165;56;5;CNS;19
165;64;4;CNS;17
165;70;2;CNA;10
165;72;5;FPA;20
165;74;3;FPS;7
165;80;4;CNS;18
165;82;2;FPS;6
165;84;4;CNA;9
165;92;3;FPA;16
166;20;6;CNS;16
166;22;3;FPA;16
166;24;5;CNA;7
166;26;6;FPS;6
166;32;5;FPA;17
166;40;3;CNA;6
166;46;4;FPS;7
166;50;1;CNA;9
166;52;5;CNS;17
166;54;5;FPA;19
166;58;2;FPS;9
166;64;4;CNS;18
166;74;5;FPS;8
166;76;1;CNA;8
166;80;6;CNS;20
166;82;6;FPA;20
166;86;3;FPS;10
166;90;5;CNA;10
167;16;1;CNS;20
167;28;6;CNA;7
167;30;5;FPS;9
167;32;6;CNS;17
167;36;6;FPS;7
167;42;4;FPA;16
167;44;5;CNA;8
167;54;6;FPS;10
167;56;6;CNS;16
167;58;6;CNA;10
167;60;6;FPA;20
167;66;4;FPA;17
167;68;2;CNS;18
167;72;6;FPS;6
167;76;6;CNA;9
167;80;6;FPA;19
167;88;6;FPS;8
167;90;6;CNA;6
168;16;6;FPA;20
168;20;3;CNS;19
168;26;6;CNA;9
168;28;6;FPS;8
168;36;6;FPS;6
168;40;2;FPA;16
168;42;1;CNS;18
168;44;3;CNA;6
168;48;6;FPA;18
168;52;6;CNS;16
168;56;3;FPS;10
168;62;6;CNA;10
168;66;6;FPS;7
168;72;5;CNA;8
168;74;6;FPA;19
168;76;1;CNS;20
168;88;6;CNS;17
168;90;6;FPA;17
168;92;6;CNA;7
168;94;6;FPS;9
169;18;5;CNS;16
169;20;1;CNA;6
169;22;2;FPA;16
169;30;6;FPS;7
169;32;5;FPA;18
169;34;1;CNS;19
169;38;2;CNA;9
169;44;6;FPS;10
169;48;6;FPS;6
169;50;2;CNA;10
169;60;6;CNS;17
169;62;6;FPA;19
169;64;6;CNA;7
169;66;1;CNS;20
169;76;3;FPS;9
169;78;2;FPA;17
169;80;0;CNS;18
169;86;6;FPA;20
169;88;6;FPS;8
169;90;4;CNA;8
170;18;4;FPA;17
170;20;6;CNA;9
170;28;6;FPS;7
170;38;5;FPA;19
170;40;5;FPS;8
170;42;2;CNS;17
170;46;6;CNA;7
170;54;5;FPA;16
170;58;3;FPS;6
170;60;1;CNA;8
170;62;3;CNS;18
170;64;4;CNA;10
170;66;1;CNS;19
170;68;6;FPS;9
170;70;6;FPA;20
170;82;5;FPS;10
170;84;6;CNA;6
170;92;2;CNS;20
170;94;6;FPA;18
171;18;6;FPS;8
171;22;6;CNA;7
171;30;6;FPA;16
171;36;4;CNA;6
171;40;6;FPA;19
171;42;0;CNS;17
171;44;0;FPS;7
171;50;6;FPS;9
171;54;0;FPA;17
171;58;6;CNA;10
171;62;6;CNS;19
171;70;0;CNS;16
171;72;6;FPA;20
171;76;6;CNA;9
171;84;6;FPA;18
171;86;6;CNA;8
171;88;6;FPS;6
172;22;5;FPS;10
172;24;6;FPA;20
172;26;4;CNA;9
172;30;4;CNS;18
172;38;2;CNS;19
172;40;4;CNA;8
172;44;5;FPS;8
172;46;5;FPA;16
172;50;2;CNA;6
172;54;6;FPS;7
172;58;4;FPA;17
172;62;1;CNS;20
172;64;3;FPS;9
172;68;3;CNS;16
172;74;4;FPA;18
172;78;4;CNA;10
172;82;3;CNS;17
172;84;4;FPA;19
172;92;5;CNA;7
172;94;5;FPS;6
173;18;6;FPA;20
173;24;5;FPS;10
173;26;2;CNS;20
173;30;5;CNA;7
173;34;5;CNS;16
173;38;2;FPA;16
173;40;4;FPS;6
173;46;4;CNA;9
173;50;5;CNA;10
173;52;4;FPS;7
173;54;5;CNS;17
173;58;4;FPA;18
173;64;2;CNS;19
173;66;3;CNA;6
173;68;4;FPA;19
173;70;4;FPS;9
173;80;5;FPA;17
173;84;4;CNA;8
173;90;2;CNS;18
173;92;4;FPS;8
174;20;6;FPS;10
174;22;4;FPA;16
174;28;6;CNA;7
174;30;5;CNS;19
174;34;5;CNA;8
174;36;6;CNS;17
174;42;6;FPS;6
174;46;6;FPA;20
174;50;6;FPS;7
174;52;6;CNS;20
174;54;5;CNA;10
174;66;5;CNS;16
174;68;1;FPA;19
174;70;4;FPS;8
174;76;5;CNA;9
174;80;6;FPA;18
174;84;4;CNS;18
174;88;5;FPS;9
174;94;5;CNA;6
175;18;5;CNS;17
175;26;3;CNA;8
175;30;6;FPA;18
175;34;6;FPA;20
175;38;0;CNS;18
175;40;6;CNA;7
175;44;1;FPS;10
175;52;0;FPA;17
175;56;6;CNA;6
175;60;2;FPS;7
175;64;0;CNS;19
175;66;5;FPS;8
175;68;2;CNA;10
175;74;1;FPA;19
175;82;1;CNA;9
175;86;3;FPS;9
175;92;0;CNS;20
175;94;1;FPA;16
176;18;5;FPA;18
176;20;5;FPS;6
176;24;6;CNS;17
176;26;6;CNA;8
176;32;5;FPA;19
176;34;5;CNS;16
176;40;5;FPS;9
176;44;4;CNA;9
176;52;5;FPS;8
176;54;2;CNA;6
176;56;5;FPA;16
176;58;1;CNS;20
176;64;5;FPS;7
176;70;3;CNS;18
176;72;5;FPA;17
176;78;5;CNA;10
176;82;5;FPS;10
176;84;5;CNA;7
176;86;2;CNS;19
176;92;4;FPA;20
177;16;2;CNA;6
177;18;3;FPS;10
177;26;6;CNS;17
177;30;6;FPA;18
177;36;5;CNA;10
177;38;6;FPS;8
177;40;4;CNS;16
177;42;6;FPA;19
177;52;2;CNA;8
177;54;5;FPA;17
177;58;6;FPS;9
177;60;6;CNS;20
177;66;4;CNA;9
177;70;6;FPS;6
177;72;6;FPA;16
177;84;6;CNA;7
177;88;6;FPA;20
177;92;6;FPS;7
177;94;5;CNS;18
178;16;6;FPS;6
178;18;6;FPA;20
178;20;5;CNA;9
178;34;6;CNA;10
178;36;6;CNS;17
178;38;6;FPS;8
178;42;5;FPA;16
178;48;6;FPS;10
178;52;3;CNS;19
178;56;6;CNA;7
178;60;5;FPA;17
178;68;1;CNS;20
178;70;5;FPS;7
178;76;2;CNA;8
178;80;4;FPS;9
178;82;6;FPA;19
178;84;4;CNS;16
178;94;4;CNA;6
179;16;4;CNS;18
179;18;6;CNA;8
179;22;6;FPA;16
179;30;5;FPS;6
179;34;6;CNA;7
179;38;6;CNS;16
179;40;6;FPS;10
179;44;6;FPA;18
179;48;6;CNS;20
179;50;6;CNA;6
179;54;6;FPS;7
179;58;6;FPA;19
179;68;6;CNS;17
179;70;6;CNA;10
179;72;6;FPS;9
179;76;6;FPA;20
179;80;6;CNS;19
179;82;6;FPS;8
179;90;6;FPA;17
179;92;6;CNA;9
180;16;6;FPA;20
180;18;6;FPS;8
180;20;0;CNA;8
180;28;6;CNS;17
180;36;6;FPS;6
180;40;4;CNA;9
180;46;6;FPA;17
180;48;6;FPA;19
180;58;4;CNA;6
180;60;2;CNS;20
180;62;6;FPS;7
180;64;6;FPS;9
180;66;6;CNA;10
180;72;6;FPA;16
180;84;6;FPS;10
180;86;6;CNA;7
180;88;6;FPA;18
180;90;4;CNS;16
181;20;5;FPS;6
181;26;4;FPA;16
181;28;3;CNA;9
181;30;4;CNS;17
181;36;4;FPA;18
181;38;5;CNA;7
181;42;4;FPS;10
181;46;1;CNS;18
181;50;6;CNA;10
181;60;5;FPA;20
181;62;0;CNS;20
181;66;4;FPA;17
181;72;6;CNA;8
181;74;4;FPS;7
181;78;3;CNS;19
181;82;4;CNS;16
181;86;2;FPA;19
181;92;6;CNA;6
181;94;3;FPS;9
182;22;6;FPS;14
182;26;5;CNS;1
182;28;5;FPA;1
182;30;4;CNA;13
182;36;4;FPS;13
182;40;6;CNA;11
182;42;4;FPA;3
182;46;6;CNS;4
182;48;6;FPA;2
182;52;6;CNA;15
182;56;2;CNS;5
182;62;6;FPS;11
182;66;0;CNS;3
182;68;6;FPA;4
182;70;6;FPS;12
182;72;6;CNA;12
182;80;6;CNA;14
182;82;1;FPS;15
182;86;1;FPA;5
182;94;1;CNS;2
183;18;5;FPS;11
183;26;6;CNA;15
183;44;6;FPS;13
183;48;3;CNS;2
183;50;3;FPA;5
183;62;4;FPS;15
183;68;0;FPS;14
183;72;6;FPA;4
183;78;1;CNA;14
183;80;5;FPA;2
183;84;6;FPS;12
183;86;0;CNA;11
183;92;5;CNS;4
184;18;6;CNS;2
184;20;6;FPS;13
184;24;6;CNA;15
184;30;5;FPA;5
184;40;0;CNS;5
184;42;5;FPS;11
184;44;4;FPA;3
184;46;4;CNA;12
184;50;5;FPS;15
184;52;2;CNA;14
184;58;0;CNS;1
184;62;6;FPA;4
184;64;0;CNS;3
184;66;6;CNA;13
184;68;6;FPA;1
184;72;6;FPS;14
184;80;5;CNS;4
184;82;0;CNA;11
184;90;6;FPA;2
184;94;6;FPS;12
185;22;3;CNA;11
185;26;6;FPA;4
185;28;6;FPS;12
185;32;6;CNA;15
185;36;6;FPA;2
185;38;5;FPS;14
185;42;2;CNS;2
185;52;6;FPS;13
185;54;4;CNS;5
185;56;6;FPA;5
185;60;6;CNA;12
185;66;4;CNA;14
185;68;1;CNS;1
185;72;6;FPA;1
185;78;0;FPS;15
185;80;6;CNS;4
185;82;6;FPS;11
