"subject";"latinsqr";"preg_class";"is_correct";"idnumber"
2225;4;0;1;14
2225;4;0;1;12
2225;4;0;1;32
441;4;1;1;32
441;4;0;1;27
441;4;1;1;38
441;4;1;1;28
441;4;1;1;39
441;4;0;1;31
441;4;1;1;10
441;4;1;1;18
441;4;1;1;29
441;4;0;1;14
441;4;1;1;12
441;4;1;1;25
441;4;1;1;3
4632;4;1;1;28
4632;4;0;1;32
4632;4;0;1;3
4632;4;0;1;27
4632;4;1;1;10
4632;4;1;1;39
4632;4;0;1;25
4632;4;1;1;18
4632;4;1;1;29
4632;4;0;1;14
4632;4;0;1;12
4632;4;0;1;31
4632;4;1;1;38
471;4;1;1;32
471;4;1;1;25
471;4;0;1;28
471;4;1;1;29
471;4;0;1;27
471;4;1;1;18
471;4;1;1;3
471;4;1;1;12
471;4;0;1;14
471;4;1;1;31
471;4;1;1;39
471;4;0;1;10
471;4;1;1;38
4848;4;1;1;10
4848;4;0;1;25
4848;4;0;1;29
4848;4;1;1;18
4848;4;1;1;32
4848;4;1;1;31
4848;4;0;1;28
4848;4;1;1;38
4848;4;1;1;12
4848;4;0;1;3
4848;4;1;1;14
4848;4;1;1;39
4848;4;0;1;27
5156;4;0;1;25
5156;4;0;1;27
5156;4;0;1;3
5156;4;0;1;39
5156;4;0;1;14
5156;4;0;1;29
5156;4;1;0;10
5156;4;0;1;28
5156;4;0;1;12
5156;4;1;1;32
5156;4;0;1;31
5156;4;0;1;38
5156;4;1;1;18
520;4;0;1;25
520;4;0;1;38
520;4;0;1;12
520;4;1;1;10
520;4;1;1;31
520;4;1;0;39
520;4;1;1;28
520;4;1;1;18
520;4;0;1;27
520;4;0;1;29
520;4;0;1;14
520;4;1;1;32
520;4;1;1;3
5872;4;0;1;18
5872;4;1;1;31
5872;4;0;1;3
5872;4;1;1;14
5872;4;1;1;32
5872;4;0;1;39
5872;4;1;1;27
5872;4;1;1;12
5872;4;0;1;38
5872;4;1;1;25
5872;4;1;1;29
5872;4;0;1;28
5872;4;1;1;10
6322;4;0;1;39
6322;4;1;1;25
6322;4;0;1;3
6322;4;1;1;32
6322;4;1;1;18
6322;4;1;1;31
6322;4;0;1;14
6322;4;1;1;27
6322;4;1;1;29
6322;4;1;0;28
6322;4;1;1;12
6322;4;1;1;38
6322;4;0;1;10
6899;4;1;1;32
6899;4;0;1;12
6899;4;1;1;25
6899;4;0;1;14
6899;4;0;1;27
6899;4;0;1;3
6899;4;0;1;39
6899;4;1;1;28
6899;4;1;1;29
6899;4;0;1;18
6899;4;1;1;38
6899;4;1;1;10
6899;4;1;1;31
7505;4;1;1;31
7505;4;1;1;27
7505;4;0;1;12
7505;4;0;1;10
7505;4;0;1;3
7505;4;0;1;14
7505;4;1;1;25
7505;4;0;1;32
7505;4;0;1;18
7505;4;1;1;28
7505;4;1;1;29
7505;4;0;1;38
7505;4;0;1;39
7521;4;0;1;28
7521;4;1;1;39
7521;4;1;1;3
7521;4;1;1;25
7521;4;0;1;14
7521;4;0;1;31
7521;4;0;1;27
7521;4;1;1;38
7521;4;1;1;32
7521;4;0;1;18
7521;4;1;0;10
7521;4;0;1;29
7521;4;0;1;12
7650;4;0;1;29
7650;4;1;1;38
7650;4;0;1;32
7650;4;0;1;14
7650;4;1;1;27
7650;4;0;1;25
7650;4;1;1;39
7650;4;1;1;10
7650;4;0;1;31
7650;4;0;1;12
7650;4;0;1;28
7650;4;0;1;3
7650;4;1;1;18
815;4;0;1;38
815;4;1;1;27
815;4;1;1;29
815;4;1;1;39
815;4;0;1;25
815;4;1;1;31
815;4;0;1;18
815;4;1;1;10
815;4;1;1;32
815;4;1;1;28
815;4;1;1;14
815;4;0;1;3
815;4;0;1;12
8219;4;0;1;10
8219;4;1;1;38
8219;4;0;1;14
8219;4;1;1;29
8219;4;0;1;39
8219;4;1;1;3
8219;4;1;1;12
8219;4;1;1;18
8219;4;0;0;28
8219;4;0;1;25
8219;4;0;0;27
8219;4;0;1;32
8219;4;0;1;31
8426;4;0;1;39
8426;4;1;1;31
8426;4;0;1;3
8426;4;1;1;18
8426;4;1;1;25
8426;4;1;1;27
8426;4;1;1;12
8426;4;1;1;14
8426;4;0;1;10
8426;4;0;1;29
8426;4;1;1;38
8426;4;1;1;28
8426;4;1;1;32
8696;4;0;1;10
8696;4;1;1;38
8696;4;1;1;29
8696;4;1;1;31
8696;4;0;1;27
8696;4;0;0;39
8696;4;0;1;18
8696;4;1;1;3
8696;4;0;0;12
8696;4;1;1;28
8696;4;0;1;14
8696;4;1;1;32
8696;4;1;1;25
