"subject";"index";"acceptability";"idnumber";"condition"
103;16;6;11;"EAC"
103;17;6;4;"EAC"
103;18;0;14;"EIC"
103;19;0;5;"EIC"
103;20;6;18;"EAC"
103;21;6;7;"EAC"
103;22;6;12;"EAC"
103;23;6;19;"EAC"
103;24;0;10;"EIC"
103;25;0;17;"EIC"
103;26;0;6;"EIC"
103;27;0;20;"EIC"
103;28;2;5;"EAC"
103;29;0;9;"EIC"
103;30;0;19;"EIC"
103;31;0;12;"EIC"
103;32;6;16;"EAC"
103;33;6;15;"EAC"
103;34;5;2;"EAC"
103;35;0;3;"EIC"
103;36;0;8;"EIC"
103;37;5;10;"EAC"
103;38;6;14;"EAC"
103;39;0;13;"EIC"
103;40;6;17;"EAC"
104;1;1;12;"EIC"
104;2;5;16;"EAC"
104;3;6;11;"EAC"
104;4;6;19;"EAC"
104;5;0;1;"EIC"
104;6;6;20;"EAC"
104;7;0;6;"EIC"
104;8;0;10;"EIC"
104;9;0;5;"EIC"
104;10;6;5;"EAC"
104;11;0;19;"EIC"
104;12;6;3;"EAC"
104;13;4;15;"EAC"
104;14;0;20;"EIC"
104;15;0;14;"EIC"
104;16;0;11;"EIC"
104;17;4;13;"EAC"
104;18;5;1;"EAC"
104;19;0;8;"EIC"
104;20;6;4;"EAC"
104;21;1;13;"EIC"
104;22;5;7;"EAC"
104;23;0;3;"EIC"
104;24;6;8;"EAC"
104;25;0;18;"EIC"
104;26;0;9;"EIC"
104;27;0;4;"EIC"
104;28;1;17;"EIC"
104;29;6;17;"EAC"
104;30;0;2;"EIC"
104;31;6;14;"EAC"
104;32;6;2;"EAC"
104;33;5;12;"EAC"
104;34;6;9;"EAC"
104;35;0;16;"EIC"
104;36;0;7;"EIC"
104;37;0;15;"EIC"
104;38;5;6;"EAC"
104;39;6;10;"EAC"
104;40;5;18;"EAC"
105;1;6;17;"EAC"
105;2;6;9;"EAC"
105;3;0;2;"EIC"
105;4;6;6;"EAC"
105;5;0;12;"EIC"
105;6;0;8;"EIC"
105;7;3;20;"EAC"
105;8;0;13;"EIC"
105;9;6;12;"EAC"
105;10;0;5;"EIC"
105;11;6;11;"EAC"
105;12;6;15;"EAC"
105;13;6;16;"EAC"
105;14;6;1;"EAC"
105;15;0;17;"EIC"
105;16;1;4;"EIC"
105;17;3;5;"EAC"
105;18;0;15;"EIC"
105;19;1;18;"EIC"
105;20;0;6;"EIC"
105;21;5;10;"EAC"
105;22;5;8;"EAC"
105;23;1;16;"EIC"
105;24;0;1;"EIC"
105;25;6;7;"EAC"
105;26;6;19;"EAC"
105;27;0;3;"EIC"
105;28;0;10;"EIC"
105;29;6;4;"EAC"
105;30;6;18;"EAC"
105;31;5;2;"EAC"
105;32;0;19;"EIC"
105;33;0;11;"EIC"
105;34;6;14;"EAC"
105;35;1;20;"EIC"
105;36;0;14;"EIC"
105;37;5;13;"EAC"
105;38;0;7;"EIC"
105;39;6;3;"EAC"
105;40;0;9;"EIC"
106;1;0;4;"EIC"
106;2;0;11;"EIC"
106;3;0;20;"EIC"
106;4;6;8;"EAC"
106;5;6;7;"EAC"
106;6;6;3;"EAC"
106;7;0;17;"EIC"
106;8;0;14;"EIC"
106;9;0;5;"EIC"
106;10;0;16;"EIC"
106;11;5;1;"EAC"
106;12;0;19;"EIC"
106;13;0;7;"EIC"
106;14;6;14;"EAC"
106;15;0;10;"EIC"
106;16;6;16;"EAC"
106;17;6;10;"EAC"
106;18;0;2;"EIC"
106;19;5;6;"EAC"
106;20;1;18;"EIC"
106;21;0;8;"EIC"
106;22;6;2;"EAC"
106;23;0;1;"EIC"
106;24;0;3;"EIC"
106;25;0;12;"EIC"
106;26;6;13;"EAC"
106;27;5;15;"EAC"
106;28;6;9;"EAC"
106;29;0;13;"EIC"
106;30;1;9;"EIC"
106;31;5;11;"EAC"
106;32;6;5;"EAC"
106;33;5;4;"EAC"
106;34;0;15;"EIC"
106;35;6;12;"EAC"
106;36;0;6;"EIC"
107;1;4;11;"EAC"
107;2;0;17;"EIC"
107;3;6;3;"EAC"
107;4;5;14;"EAC"
107;5;0;18;"EIC"
107;6;0;16;"EIC"
107;7;4;8;"EAC"
107;8;0;14;"EIC"
107;9;5;20;"EAC"
107;10;0;4;"EIC"
107;11;3;5;"EAC"
107;12;4;18;"EAC"
107;13;0;9;"EAC"
107;14;4;13;"EIC"
107;15;0;2;"EIC"
107;16;0;6;"EIC"
107;17;1;1;"EIC"
107;18;0;12;"EIC"
107;19;6;15;"EAC"
107;20;6;2;"EAC"
107;21;0;7;"EIC"
107;22;0;5;"EIC"
107;23;0;10;"EIC"
107;24;6;17;"EAC"
107;25;5;13;"EAC"
107;26;0;9;"EIC"
107;27;0;8;"EIC"
107;28;6;1;"EAC"
107;29;6;16;"EAC"
107;30;6;19;"EAC"
107;31;0;15;"EIC"
107;32;6;4;"EAC"
107;33;5;10;"EAC"
107;34;6;6;"EAC"
107;35;6;12;"EAC"
107;36;0;3;"EIC"
107;37;5;7;"EAC"
107;38;0;11;"EIC"
108;1;0;2;"EIC"
108;2;0;15;"EIC"
108;3;6;17;"EAC"
108;4;0;6;"EIC"
108;5;6;14;"EAC"
108;6;6;2;"EAC"
108;7;0;13;"EIC"
108;8;4;20;"EAC"
108;9;0;20;"EIC"
108;10;0;17;"EIC"
108;11;5;7;"EAC"
108;12;0;14;"EIC"
108;13;5;8;"EAC"
108;14;0;16;"EIC"
108;15;0;19;"EIC"
108;16;6;10;"EAC"
108;17;0;12;"EIC"
108;18;5;3;"EAC"
108;19;6;19;"EAC"
108;20;6;1;"EAC"
108;21;0;9;"EIC"
108;22;5;18;"EAC"
108;23;6;11;"EAC"
108;24;0;5;"EIC"
108;25;0;11;"EIC"
108;26;6;13;"EAC"
108;27;3;16;"EAC"
108;28;6;12;"EAC"
108;29;6;6;"EAC"
108;30;0;8;"EIC"
108;31;0;7;"EIC"
108;32;0;10;"EIC"
108;33;5;15;"EAC"
108;34;0;3;"EIC"
108;35;3;5;"EAC"
108;36;0;18;"EIC"
108;37;6;4;"EAC"
108;38;4;9;"EAC"
108;39;0;4;"EIC"
108;40;0;1;"EIC"
109;1;6;17;"EAC"
109;2;0;18;"EIC"
109;3;6;14;"EAC"
109;4;5;10;"EAC"
109;5;6;18;"EAC"
109;6;0;2;"EIC"
109;7;6;4;"EAC"
109;8;0;5;"EIC"
109;9;0;13;"EIC"
109;10;6;11;"EAC"
109;11;0;1;"EIC"
109;12;6;5;"EAC"
109;13;0;19;"EIC"
109;14;0;17;"EIC"
109;15;0;10;"EIC"
109;16;6;9;"EAC"
109;17;0;8;"EIC"
109;18;6;20;"EAC"
109;19;0;7;"EIC"
109;20;0;6;"EIC"
109;21;0;3;"EIC"
109;22;4;8;"EAC"
109;23;6;1;"EAC"
109;24;0;12;"EIC"
109;25;0;16;"EIC"
109;26;0;20;"EIC"
109;27;5;2;"EAC"
109;28;6;13;"EAC"
109;29;2;16;"EAC"
109;30;0;14;"EIC"
109;31;2;15;"EIC"
109;32;6;12;"EAC"
109;33;0;9;"EIC"
109;34;6;7;"EAC"
109;35;6;19;"EAC"
109;36;5;3;"EAC"
109;37;0;11;"EIC"
109;38;6;15;"EAC"
109;39;0;4;"EIC"
109;40;6;6;"EAC"
110;1;0;17;"EIC"
110;2;4;14;"EIC"
110;3;6;18;"EAC"
110;4;6;5;"EAC"
110;5;1;11;"EIC"
110;6;0;18;"EIC"
110;7;0;9;"EIC"
110;8;5;16;"EAC"
110;9;0;2;"EIC"
110;10;0;13;"EIC"
110;11;0;16;"EIC"
110;12;5;10;"EAC"
110;13;6;19;"EAC"
110;14;0;10;"EIC"
110;15;3;17;"EAC"
110;16;0;5;"EIC"
110;17;4;1;"EAC"
110;18;0;19;"EIC"
110;19;0;12;"EIC"
110;20;6;20;"EAC"
110;21;2;20;"EIC"
110;22;3;11;"EAC"
110;23;0;7;"EIC"
110;24;6;9;"EAC"
110;25;5;14;"EAC"
110;26;6;12;"EAC"
110;27;6;4;"EAC"
110;28;6;8;"EAC"
110;29;0;4;"EIC"
110;30;2;6;"EIC"
110;31;0;15;"EIC"
110;32;6;15;"EAC"
110;33;0;8;"EIC"
110;34;6;13;"EAC"
110;35;0;1;"EIC"
110;36;6;7;"EAC"
110;37;6;6;"EAC"
110;38;6;2;"EAC"
110;39;0;3;"EIC"
110;40;6;3;"EAC"
111;1;4;17;"EAC"
111;2;5;11;"EAC"
111;3;6;3;"EAC"
111;4;0;16;"EIC"
111;5;5;10;"EAC"
111;6;0;9;"EIC"
111;7;6;9;"EAC"
111;8;6;16;"EAC"
111;9;0;2;"EIC"
111;10;0;20;"EIC"
111;11;0;14;"EIC"
111;12;6;14;"EAC"
111;13;0;11;"EIC"
111;14;5;19;"EAC"
111;15;0;8;"EIC"
111;16;0;17;"EIC"
111;17;0;19;"EIC"
111;18;1;5;"EIC"
111;19;0;10;"EIC"
111;20;6;13;"EAC"
111;21;0;6;"EIC"
111;22;6;5;"EAC"
111;23;5;18;"EAC"
111;24;0;15;"EIC"
111;25;0;1;"EIC"
111;26;6;7;"EAC"
111;27;0;18;"EIC"
111;28;0;13;"EIC"
111;29;0;12;"EIC"
111;30;5;12;"EAC"
111;31;4;6;"EAC"
111;32;0;4;"EIC"
111;33;6;2;"EAC"
111;34;5;15;"EAC"
111;35;6;1;"EAC"
111;36;0;3;"EIC"
111;37;4;4;"EAC"
111;38;6;20;"EAC"
111;39;0;7;"EIC"
111;40;6;8;"EAC"
112;1;0;20;"EIC"
112;2;1;1;"EIC"
112;3;0;9;"EIC"
112;4;0;8;"EIC"
112;5;0;19;"EIC"
112;6;6;5;"EAC"
112;7;6;7;"EAC"
112;8;6;6;"EAC"
112;9;0;18;"EIC"
112;10;0;3;"EIC"
112;11;6;18;"EAC"
112;12;6;14;"EAC"
112;13;0;10;"EIC"
112;14;6;16;"EAC"
112;15;6;9;"EAC"
112;16;1;6;"EIC"
112;17;6;3;"EAC"
112;18;0;5;"EIC"
112;19;0;7;"EIC"
112;20;0;14;"EIC"
112;21;5;15;"EAC"
112;22;6;17;"EAC"
112;23;6;20;"EAC"
112;24;0;13;"EIC"
112;25;6;8;"EAC"
112;26;6;11;"EAC"
112;27;0;15;"EIC"
112;28;0;17;"EIC"
112;29;0;16;"EIC"
112;30;5;19;"EAC"
112;31;0;2;"EIC"
112;32;0;12;"EIC"
112;33;4;1;"EAC"
112;34;5;10;"EAC"
112;35;0;4;"EIC"
112;36;6;13;"EAC"
112;37;0;11;"EIC"
112;38;6;4;"EAC"
112;39;5;12;"EAC"
112;40;6;2;"EAC"
113;1;5;6;"EAC"
113;2;6;3;"EAC"
113;3;6;10;"EAC"
113;4;5;1;"EAC"
113;5;0;14;"EIC"
113;6;0;7;"EIC"
113;7;0;13;"EIC"
113;8;3;16;"EAC"
113;9;0;1;"EIC"
113;10;6;8;"EAC"
113;11;3;2;"EAC"
113;12;6;17;"EAC"
113;13;0;4;"EIC"
113;14;5;11;"EAC"
113;15;6;18;"EAC"
113;16;0;16;"EIC"
113;17;0;17;"EIC"
113;18;6;4;"EAC"
113;19;0;6;"EIC"
113;20;2;10;"EIC"
113;21;6;5;"EAC"
113;22;0;8;"EIC"
113;23;0;18;"EIC"
113;24;5;14;"EAC"
113;25;0;2;"EIC"
113;26;0;5;"EIC"
113;27;6;9;"EAC"
113;28;2;12;"EAC"
113;29;0;15;"EIC"
113;30;6;13;"EAC"
113;31;6;20;"EAC"
113;32;5;15;"EAC"
113;33;0;3;"EIC"
113;34;0;12;"EIC"
113;35;0;11;"EIC"
113;36;5;19;"EAC"
113;37;0;9;"EIC"
113;38;4;7;"EAC"
114;1;0;6;"EIC"
114;2;5;7;"EAC"
114;3;0;1;"EIC"
114;4;6;1;"EAC"
114;5;6;2;"EAC"
114;6;0;4;"EIC"
114;7;0;5;"EIC"
114;8;0;3;"EIC"
114;9;0;10;"EIC"
114;10;6;4;"EAC"
114;11;6;5;"EAC"
114;12;0;8;"EIC"
114;13;6;8;"EAC"
114;14;0;7;"EIC"
114;15;0;2;"EIC"
114;16;5;3;"EAC"
114;17;0;9;"EIC"
114;18;6;6;"EAC"
115;1;6;4;"EAC"
115;2;0;18;"EIC"
115;3;6;13;"EAC"
115;4;0;8;"EIC"
115;5;6;20;"EAC"
115;6;5;14;"EAC"
115;7;0;19;"EIC"
115;8;6;7;"EAC"
115;9;0;5;"EIC"
115;10;0;17;"EIC"
115;11;6;12;"EAC"
115;12;0;10;"EIC"
115;13;2;13;"EIC"
115;14;6;1;"EAC"
115;15;0;9;"EIC"
115;16;5;3;"EAC"
115;17;6;6;"EAC"
115;18;5;8;"EAC"
115;19;6;15;"EAC"
115;20;5;17;"EAC"
115;21;0;2;"EIC"
115;22;0;7;"EIC"
115;23;6;19;"EAC"
115;24;0;3;"EIC"
115;25;0;16;"EIC"
115;26;0;20;"EIC"
115;27;6;18;"EAC"
115;28;0;14;"EIC"
115;29;6;11;"EAC"
115;30;0;1;"EIC"
115;31;6;16;"EAC"
115;32;0;6;"EIC"
115;33;0;15;"EIC"
115;34;5;10;"EAC"
115;35;5;2;"EAC"
115;36;6;9;"EAC"
115;37;0;4;"EIC"
115;38;6;5;"EAC"
115;39;0;11;"EIC"
115;40;0;12;"EIC"
116;1;0;4;"EIC"
116;2;0;16;"EIC"
116;3;0;6;"EIC"
116;4;0;10;"EIC"
116;5;6;5;"EAC"
116;6;0;17;"EIC"
116;7;3;10;"EAC"
116;8;6;4;"EAC"
116;9;0;3;"EIC"
116;10;0;5;"EIC"
116;11;3;2;"EIC"
116;12;1;1;"EIC"
116;13;0;20;"EIC"
116;14;6;20;"EAC"
116;15;6;8;"EAC"
116;16;5;6;"EAC"
116;17;2;14;"EIC"
116;18;0;13;"EIC"
116;19;0;18;"EIC"
116;20;0;7;"EIC"
116;21;4;16;"EAC"
116;22;4;15;"EAC"
116;23;6;14;"EAC"
116;24;6;18;"EAC"
116;25;6;9;"EAC"
116;26;3;12;"EAC"
116;27;5;7;"EAC"
116;28;2;1;"EAC"
116;29;0;11;"EIC"
116;30;0;9;"EIC"
116;31;1;12;"EIC"
116;32;6;3;"EAC"
116;33;5;11;"EAC"
116;34;6;13;"EAC"
116;35;0;8;"EIC"
116;36;6;2;"EAC"
116;37;6;17;"EAC"
116;38;0;15;"EIC"
116;39;6;19;"EAC"
116;40;0;19;"EIC"
117;1;0;20;"EIC"
117;2;0;1;"EIC"
117;3;2;15;"EIC"
117;4;6;6;"EAC"
117;5;2;12;"EIC"
117;6;1;13;"EIC"
117;7;6;9;"EAC"
117;8;2;11;"EIC"
117;9;0;17;"EIC"
117;10;6;11;"EAC"
117;11;4;17;"EAC"
117;12;5;4;"EAC"
117;13;0;8;"EIC"
117;14;6;10;"EAC"
117;15;0;18;"EIC"
117;16;0;5;"EIC"
117;17;6;1;"EAC"
117;18;6;7;"EAC"
117;19;4;18;"EAC"
117;20;5;13;"EAC"
117;21;0;19;"EIC"
117;22;0;9;"EIC"
117;23;4;12;"EAC"
117;24;5;3;"EAC"
117;25;0;16;"EIC"
117;26;6;15;"EAC"
117;27;2;4;"EIC"
117;28;0;6;"EIC"
117;29;0;10;"EIC"
117;30;6;2;"EAC"
117;31;0;14;"EIC"
117;32;6;5;"EAC"
117;33;5;14;"EAC"
117;34;6;20;"EAC"
117;35;0;2;"EIC"
117;36;6;8;"EAC"
117;37;0;3;"EIC"
117;38;5;19;"EAC"
117;39;2;16;"EAC"
117;40;0;7;"EIC"
118;1;6;1;"EAC"
118;2;5;10;"EAC"
118;3;6;6;"EAC"
118;4;0;3;"EIC"
118;5;6;14;"EAC"
118;6;2;20;"EIC"
118;7;4;3;"EAC"
118;8;0;10;"EIC"
118;9;6;20;"EAC"
118;10;0;16;"EIC"
118;11;0;14;"EIC"
118;12;0;7;"EIC"
118;13;0;5;"EIC"
118;14;0;17;"EIC"
118;15;0;18;"EIC"
118;16;2;2;"EIC"
118;17;0;1;"EIC"
118;18;0;13;"EIC"
118;19;6;17;"EAC"
118;20;0;9;"EIC"
118;21;5;7;"EAC"
118;22;3;15;"EAC"
118;23;6;19;"EAC"
118;24;0;8;"EIC"
118;25;0;15;"EIC"
118;26;2;11;"EIC"
118;27;4;11;"EAC"
118;28;4;4;"EAC"
118;29;6;9;"EAC"
118;30;0;19;"EIC"
118;31;6;8;"EAC"
118;32;6;12;"EAC"
118;33;6;2;"EAC"
118;34;3;12;"EIC"
118;35;5;16;"EAC"
118;36;0;4;"EIC"
118;37;6;18;"EAC"
118;38;6;13;"EAC"
118;39;0;6;"EIC"
118;40;6;5;"EAC"
119;1;0;9;"EIC"
119;2;1;4;"EIC"
119;3;0;5;"EIC"
119;4;5;16;"EAC"
119;5;6;12;"EAC"
119;6;5;11;"EAC"
119;7;0;1;"EIC"
119;8;5;14;"EAC"
119;9;0;8;"EIC"
119;10;0;18;"EIC"
119;11;6;7;"EAC"
119;12;4;15;"EAC"
119;13;0;13;"EIC"
119;14;5;20;"EAC"
119;15;6;13;"EAC"
119;16;0;17;"EIC"
119;17;6;10;"EAC"
119;18;0;7;"EIC"
119;19;0;11;"EIC"
119;20;2;19;"EAC"
119;21;0;12;"EIC"
119;22;6;2;"EAC"
119;23;6;3;"EAC"
119;24;0;6;"EAC"
119;25;4;15;"EIC"
119;26;6;9;"EAC"
119;27;6;1;"EAC"
119;28;6;4;"EAC"
119;29;6;17;"EAC"
119;30;0;3;"EIC"
119;31;0;20;"EIC"
119;32;6;18;"EAC"
119;33;6;8;"EAC"
119;34;2;6;"EIC"
119;35;2;2;"EIC"
119;36;6;5;"EAC"
119;37;0;10;"EIC"
119;38;0;14;"EIC"
119;39;0;16;"EIC"
119;40;0;19;"EIC"
120;1;1;20;"EIC"
120;2;0;16;"EIC"
120;3;4;1;"EAC"
120;4;0;15;"EIC"
120;5;0;10;"EIC"
120;6;5;17;"EAC"
120;7;3;19;"EAC"
120;8;0;7;"EIC"
120;9;0;9;"EIC"
120;10;5;2;"EAC"
120;11;0;18;"EIC"
120;12;6;11;"EAC"
120;13;0;12;"EIC"
120;14;6;3;"EAC"
120;15;6;5;"EAC"
120;16;5;10;"EAC"
120;17;4;6;"EAC"
120;18;0;1;"EIC"
120;19;0;6;"EIC"
120;20;0;3;"EIC"
120;21;1;14;"EIC"
120;22;3;8;"EAC"
120;23;6;18;"EAC"
120;24;0;2;"EIC"
120;25;4;12;"EAC"
120;26;0;19;"EIC"
120;27;6;7;"EAC"
120;28;0;4;"EIC"
120;29;0;11;"EIC"
120;30;5;15;"EAC"
120;31;0;5;"EIC"
120;32;3;17;"EIC"
120;33;6;13;"EAC"
120;34;5;9;"EAC"
120;35;6;14;"EAC"
120;36;6;20;"EAC"
120;37;4;16;"EAC"
120;38;4;4;"EAC"
120;39;0;8;"EIC"
120;40;0;13;"EIC"
121;1;6;20;"EAC"
121;2;6;14;"EAC"
121;3;4;4;"EAC"
121;4;5;1;"EAC"
121;5;6;12;"EAC"
121;6;6;6;"EAC"
121;7;6;7;"EAC"
121;8;4;5;"EAC"
121;9;0;2;"EIC"
121;10;0;7;"EIC"
121;11;4;11;"EAC"
121;12;0;18;"EIC"
121;13;0;12;"EIC"
121;14;6;9;"EAC"
121;15;0;20;"EIC"
121;16;0;13;"EIC"
121;17;0;18;"EAC"
121;18;1;8;"EIC"
121;19;1;10;"EAC"
121;20;5;15;"EAC"
121;21;2;17;"EIC"
121;22;6;2;"EAC"
121;23;6;8;"EAC"
121;24;0;16;"EIC"
121;25;0;1;"EIC"
121;26;0;9;"EIC"
121;27;0;14;"EIC"
121;28;0;10;"EIC"
121;29;0;15;"EIC"
121;30;0;19;"EIC"
121;31;4;19;"EAC"
121;32;0;11;"EIC"
121;33;0;4;"EIC"
121;34;0;3;"EIC"
121;35;6;3;"EAC"
121;36;6;13;"EAC"
121;37;0;5;"EIC"
121;38;2;6;"EIC"
121;39;3;17;"EAC"
121;40;6;16;"EAC"
122;1;0;8;"EAC"
122;2;0;10;"EIC"
122;3;6;17;"EAC"
122;4;0;17;"EIC"
122;5;6;13;"EAC"
122;6;5;6;"EAC"
122;7;0;1;"EIC"
122;8;5;3;"EAC"
122;9;6;20;"EAC"
122;10;0;14;"EIC"
122;11;0;12;"EIC"
122;12;6;14;"EAC"
122;13;5;1;"EAC"
122;14;0;6;"EIC"
122;15;0;2;"EIC"
122;16;3;15;"EAC"
122;17;6;2;"EAC"
122;18;0;13;"EIC"
122;19;6;4;"EAC"
122;20;0;3;"EIC"
122;21;6;18;"EAC"
122;22;0;5;"EIC"
122;23;0;7;"EIC"
122;24;5;7;"EAC"
122;25;0;15;"EIC"
122;26;6;9;"EAC"
122;27;0;9;"EIC"
122;28;0;4;"EIC"
122;29;0;8;"EIC"
122;30;0;16;"EIC"
122;31;6;19;"EAC"
122;32;5;10;"EAC"
122;33;0;18;"EIC"
122;34;5;5;"EAC"
122;35;6;12;"EAC"
122;36;0;19;"EIC"
122;37;6;16;"EAC"
122;38;0;11;"EIC"
122;39;5;11;"EAC"
122;40;0;20;"EIC"
123;1;0;11;"EIC"
123;2;0;8;"EIC"
123;3;2;4;"EAC"
123;4;6;6;"EAC"
123;5;0;15;"EIC"
123;6;2;3;"EAC"
123;7;5;11;"EAC"
123;8;4;13;"EAC"
123;9;3;19;"EAC"
123;10;0;1;"EIC"
123;11;0;6;"EIC"
123;12;0;17;"EIC"
123;13;5;20;"EAC"
123;14;5;12;"EAC"
123;15;0;2;"EIC"
123;16;0;19;"EIC"
123;17;0;20;"EIC"
123;18;4;16;"EAC"
123;19;0;5;"EIC"
123;20;0;7;"EIC"
123;21;0;18;"EIC"
123;22;3;14;"EAC"
123;23;6;17;"EAC"
123;24;5;1;"EAC"
123;25;6;7;"EAC"
123;26;0;10;"EIC"
123;27;4;18;"EAC"
123;28;0;13;"EIC"
123;29;0;4;"EIC"
123;30;6;5;"EAC"
123;31;0;9;"EIC"
123;32;0;16;"EIC"
123;33;0;12;"EIC"
123;34;6;9;"EAC"
123;35;4;15;"EAC"
123;36;0;14;"EIC"
123;37;4;10;"EAC"
123;38;6;2;"EAC"
123;39;0;3;"EIC"
123;40;6;8;"EAC"
124;1;0;8;"EIC"
124;2;0;20;"EIC"
124;3;4;16;"EAC"
124;4;6;6;"EAC"
124;5;5;3;"EAC"
124;6;0;13;"EIC"
124;7;6;12;"EAC"
124;8;6;11;"EAC"
124;9;0;2;"EIC"
124;10;6;7;"EAC"
124;11;6;10;"EAC"
124;12;0;19;"EIC"
124;13;0;4;"EIC"
124;14;4;13;"EAC"
124;15;0;1;"EIC"
124;16;0;10;"EIC"
124;17;0;7;"EIC"
124;18;5;15;"EAC"
124;19;0;9;"EIC"
124;20;5;4;"EAC"
124;21;0;5;"EIC"
124;22;1;14;"EIC"
124;23;0;11;"EIC"
124;24;6;2;"EAC"
124;25;0;12;"EIC"
124;26;0;3;"EIC"
124;27;6;5;"EAC"
124;28;6;1;"EAC"
124;29;6;14;"EAC"
124;30;0;17;"EIC"
124;31;6;8;"EAC"
124;32;6;9;"EAC"
124;33;0;15;"EIC"
124;34;1;18;"EIC"
124;35;1;6;"EIC"
124;36;0;16;"EIC"
125;1;6;7;"EAC"
125;2;6;5;"EAC"
125;3;0;17;"EIC"
125;4;0;15;"EIC"
125;5;0;9;"EIC"
125;6;0;12;"EIC"
125;7;2;19;"EIC"
125;8;6;8;"EAC"
125;9;0;7;"EIC"
125;10;0;16;"EIC"
125;11;6;12;"EAC"
125;12;4;17;"EAC"
125;13;0;14;"EIC"
125;14;6;1;"EAC"
125;15;4;6;"EAC"
125;16;0;2;"EIC"
125;17;1;3;"EIC"
125;18;6;14;"EAC"
125;19;6;3;"EAC"
125;20;0;4;"EIC"
125;21;6;15;"EAC"
125;22;6;10;"EAC"
125;23;0;6;"EIC"
125;24;6;9;"EAC"
125;25;0;10;"EIC"
125;26;2;19;"EAC"
125;27;4;20;"EAC"
125;28;4;13;"EAC"
125;29;0;20;"EIC"
125;30;0;8;"EIC"
125;31;2;13;"EIC"
125;32;6;2;"EAC"
125;33;4;18;"EAC"
125;34;0;1;"EIC"
125;35;0;11;"EIC"
125;36;6;16;"EAC"
125;37;6;4;"EAC"
125;38;6;11;"EAC"
125;39;0;18;"EIC"
125;40;0;5;"EIC"
126;1;6;14;"EAC"
126;2;3;5;"EAC"
126;3;6;1;"EAC"
126;4;0;12;"EIC"
126;5;6;11;"EAC"
126;6;6;17;"EAC"
126;7;6;7;"EAC"
126;8;0;14;"EIC"
126;9;0;4;"EIC"
126;10;6;18;"EAC"
126;11;0;13;"EIC"
126;12;6;3;"EAC"
126;13;0;7;"EIC"
126;14;5;10;"EAC"
126;15;0;15;"EIC"
126;16;6;12;"EAC"
126;17;0;17;"EIC"
126;18;0;5;"EIC"
126;19;6;4;"EAC"
126;20;6;20;"EAC"
126;21;3;13;"EAC"
126;22;0;19;"EIC"
126;23;0;2;"EIC"
126;24;6;8;"EAC"
126;25;0;18;"EIC"
126;26;6;16;"EAC"
126;27;6;6;"EAC"
126;28;0;9;"EIC"
126;29;1;8;"EIC"
126;30;1;6;"EIC"
126;31;3;15;"EAC"
126;32;0;11;"EIC"
126;33;0;1;"EIC"
126;34;5;2;"EAC"
126;35;0;16;"EIC"
126;36;6;19;"EAC"
126;37;6;9;"EAC"
126;38;2;3;"EIC"
126;39;0;20;"EIC"
126;40;0;10;"EIC"
127;1;6;14;"EAC"
127;2;2;11;"EAC"
127;3;0;16;"EIC"
127;4;2;4;"EAC"
127;5;6;5;"EAC"
127;6;0;10;"EIC"
127;7;0;19;"EIC"
127;8;0;2;"EIC"
127;9;6;15;"EAC"
127;10;0;9;"EIC"
127;11;5;2;"EAC"
127;12;6;13;"EAC"
127;13;6;10;"EAC"
127;14;3;8;"EIC"
127;15;5;1;"EAC"
127;16;6;12;"EAC"
127;17;0;6;"EIC"
127;18;5;9;"EAC"
127;19;0;3;"EIC"
127;20;0;18;"EIC"
127;21;0;14;"EIC"
127;22;0;13;"EIC"
127;23;0;1;"EIC"
127;24;0;4;"EIC"
127;25;3;6;"EAC"
127;26;6;7;"EAC"
127;27;0;11;"EIC"
127;28;0;5;"EIC"
127;29;6;20;"EAC"
127;30;4;8;"EAC"
127;31;0;7;"EIC"
127;32;6;17;"EAC"
127;33;0;20;"EIC"
127;34;6;3;"EAC"
127;35;2;15;"EIC"
127;36;0;17;"EIC"
127;37;6;19;"EAC"
127;38;6;18;"EAC"
127;39;5;16;"EAC"
127;40;0;12;"EIC"
128;1;0;15;"EIC"
128;2;6;1;"EAC"
128;3;6;11;"EAC"
128;4;6;6;"EAC"
128;5;0;16;"EIC"
128;6;0;4;"EIC"
128;7;0;10;"EIC"
128;8;0;12;"EIC"
128;9;6;12;"EAC"
128;10;0;11;"EIC"
128;11;5;16;"EAC"
128;12;6;8;"EAC"
128;13;0;1;"EIC"
128;14;0;9;"EIC"
128;15;0;7;"EIC"
128;16;0;6;"EIC"
128;17;6;9;"EAC"
128;18;6;3;"EAC"
128;19;2;15;"EAC"
128;20;4;17;"EAC"
128;21;0;14;"EIC"
128;22;5;20;"EAC"
128;23;6;4;"EAC"
128;24;6;19;"EAC"
128;25;0;20;"EIC"
128;26;6;10;"EAC"
128;27;1;8;"EIC"
128;28;6;5;"EAC"
128;29;6;2;"EAC"
128;30;0;19;"EIC"
128;31;4;5;"EIC"
128;32;1;3;"EIC"
128;33;0;2;"EIC"
128;34;6;7;"EAC"
128;35;6;14;"EAC"
128;36;5;18;"EAC"
128;37;0;17;"EIC"
128;38;0;18;"EIC"
128;39;0;13;"EIC"
128;40;6;13;"EAC"
129;1;6;17;"EAC"
129;2;6;7;"EAC"
129;3;4;4;"EAC"
129;4;2;12;"EIC"
129;5;0;4;"EIC"
129;6;5;19;"EAC"
129;7;0;14;"EIC"
