"subject";"index";"acceptability";"idnumber";"condition"
51;38;5;4;"EAC"
51;39;6;16;"EAC"
51;40;6;7;"EAC"
52;1;0;20;"EIC"
52;2;0;6;"EIC"
52;3;0;19;"EIC"
52;4;6;7;"EAC"
52;5;0;3;"EIC"
52;6;5;8;"EAC"
52;7;0;2;"EIC"
52;8;6;13;"EAC"
52;9;6;2;"EAC"
52;10;0;7;"EIC"
52;11;6;10;"EAC"
52;12;1;11;"EIC"
52;13;2;5;"EIC"
52;14;4;3;"EAC"
52;15;6;6;"EAC"
52;16;6;9;"EAC"
52;17;4;15;"EAC"
52;18;6;14;"EAC"
52;19;6;17;"EAC"
52;20;0;9;"EIC"
52;21;6;18;"EAC"
52;22;0;14;"EIC"
52;23;0;15;"EIC"
52;24;5;16;"EAC"
52;25;6;5;"EAC"
52;26;0;16;"EIC"
52;27;3;12;"EAC"
52;28;5;11;"EAC"
52;29;0;12;"EIC"
52;30;0;13;"EIC"
52;31;0;17;"EIC"
52;32;0;18;"EIC"
52;33;0;10;"EIC"
52;34;0;4;"EIC"
52;35;6;1;"EAC"
52;36;0;1;"EIC"
52;37;3;19;"EAC"
52;38;0;8;"EIC"
52;39;6;4;"EAC"
52;40;3;20;"EAC"
53;1;5;14;"EAC"
53;2;3;16;"EAC"
53;3;6;4;"EAC"
53;4;0;11;"EIC"
53;5;0;20;"EIC"
53;6;6;15;"EAC"
53;7;0;8;"EIC"
53;8;5;7;"EAC"
53;9;6;2;"EAC"
53;10;0;19;"EIC"
53;11;6;8;"EAC"
53;12;2;3;"EIC"
53;13;6;20;"EAC"
53;14;0;15;"EIC"
53;15;0;5;"EIC"
53;16;5;3;"EAC"
53;17;0;12;"EIC"
53;18;5;17;"EAC"
53;19;6;1;"EAC"
53;20;0;17;"EIC"
53;21;6;11;"EAC"
53;22;6;10;"EAC"
53;23;4;13;"EIC"
53;24;6;12;"EAC"
53;25;0;18;"EIC"
53;26;0;6;"EIC"
53;27;3;6;"EAC"
53;28;1;1;"EIC"
53;29;2;9;"EIC"
53;30;0;14;"EIC"
53;31;1;16;"EIC"
53;32;1;2;"EIC"
53;33;0;4;"EIC"
53;34;0;10;"EIC"
53;35;6;9;"EAC"
53;36;4;5;"EAC"
53;37;3;7;"EIC"
53;38;5;19;"EAC"
53;39;6;13;"EAC"
53;40;1;18;"EAC"
54;1;6;4;"EAC"
54;2;6;14;"EAC"
54;3;5;16;"EAC"
54;4;5;1;"EAC"
54;5;6;13;"EAC"
54;6;0;19;"EAC"
54;7;6;12;"EAC"
54;8;6;7;"EAC"
54;9;0;1;"EIC"
54;10;6;9;"EAC"
54;11;5;8;"EAC"
54;12;4;11;"EAC"
54;13;6;10;"EAC"
54;14;6;20;"EAC"
54;15;5;5;"EAC"
54;16;0;13;"EIC"
54;17;0;17;"EIC"
54;18;0;6;"EIC"
54;19;0;7;"EIC"
54;20;6;15;"EAC"
54;21;0;9;"EIC"
54;22;0;5;"EIC"
54;23;0;3;"EIC"
54;24;0;16;"EIC"
54;25;0;4;"EIC"
54;26;0;18;"EIC"
54;27;0;15;"EIC"
54;28;6;18;"EAC"
54;29;1;17;"EAC"
54;30;5;6;"EAC"
54;31;0;14;"EIC"
54;32;4;11;"EIC"
54;33;0;2;"EIC"
54;34;6;2;"EAC"
54;35;0;10;"EIC"
54;36;2;3;"EAC"
54;37;0;8;"EIC"
54;38;0;12;"EIC"
55;1;6;6;"EAC"
55;2;0;11;"EIC"
55;3;5;3;"EAC"
55;4;0;7;"EIC"
55;5;0;10;"EIC"
55;6;0;2;"EIC"
55;7;0;16;"EIC"
55;8;1;14;"EIC"
55;9;0;6;"EIC"
55;10;6;5;"EAC"
55;11;6;8;"EAC"
55;12;0;15;"EIC"
55;13;3;8;"EIC"
55;14;6;1;"EAC"
55;15;6;4;"EAC"
55;16;0;1;"EIC"
55;17;0;13;"EIC"
55;18;6;2;"EAC"
55;19;1;5;"EIC"
55;20;0;4;"EIC"
55;21;0;12;"EIC"
55;22;0;3;"EIC"
55;23;0;9;"EIC"
55;24;4;7;"EAC"
56;1;0;6;"EIC"
56;2;6;16;"EAC"
56;3;0;14;"EIC"
56;4;2;11;"EIC"
56;5;6;12;"EAC"
56;6;0;16;"EIC"
56;7;6;5;"EAC"
56;8;6;1;"EAC"
56;9;0;5;"EIC"
56;10;6;11;"EAC"
56;11;0;2;"EIC"
56;12;0;15;"EIC"
56;13;0;1;"EIC"
56;14;0;19;"EIC"
56;15;5;4;"EAC"
56;16;1;9;"EIC"
56;17;0;8;"EIC"
56;18;5;7;"EAC"
56;19;0;13;"EIC"
56;20;6;9;"EAC"
56;21;3;19;"EAC"
56;22;6;10;"EAC"
56;23;4;2;"EAC"
56;24;0;18;"EIC"
56;25;2;18;"EAC"
56;26;0;17;"EIC"
56;27;0;7;"EIC"
56;28;6;6;"EAC"
56;29;0;12;"EIC"
56;30;3;4;"EIC"
56;31;0;10;"EIC"
56;32;4;3;"EAC"
56;33;5;14;"EAC"
56;34;6;13;"EAC"
56;35;6;15;"EAC"
56;36;0;20;"EIC"
56;37;4;17;"EAC"
56;38;0;3;"EIC"
56;39;4;8;"EAC"
56;40;6;20;"EAC"
57;1;6;10;"EAC"
57;2;6;1;"EAC"
57;3;0;20;"EIC"
57;4;6;16;"EAC"
57;5;0;4;"EIC"
57;6;6;8;"EAC"
57;7;4;13;"EAC"
57;8;0;13;"EIC"
57;9;0;7;"EIC"
57;10;6;3;"EAC"
57;11;0;5;"EIC"
57;12;0;3;"EIC"
57;13;5;14;"EAC"
57;14;6;12;"EAC"
57;15;6;19;"EAC"
57;16;0;2;"EIC"
57;17;5;2;"EAC"
57;18;0;19;"EIC"
57;19;0;1;"EIC"
57;20;0;11;"EIC"
57;21;6;17;"EAC"
57;22;6;20;"EAC"
57;23;5;9;"EAC"
57;24;0;15;"EIC"
57;25;0;10;"EIC"
57;26;0;8;"EIC"
57;27;0;14;"EIC"
57;28;5;5;"EAC"
57;29;5;15;"EAC"
57;30;6;6;"EAC"
57;31;6;18;"EAC"
57;32;0;12;"EIC"
57;33;6;11;"EAC"
57;34;6;7;"EAC"
57;35;6;4;"EAC"
57;36;0;6;"EIC"
57;37;0;9;"EIC"
57;38;1;18;"EIC"
57;39;0;16;"EIC"
57;40;2;17;"EIC"
58;1;0;9;"EIC"
58;2;6;12;"EAC"
58;3;0;14;"EIC"
58;4;5;19;"EAC"
58;5;0;15;"EIC"
58;6;6;8;"EAC"
58;7;0;6;"EIC"
58;8;6;4;"EAC"
58;9;6;20;"EAC"
58;10;6;2;"EAC"
58;11;3;16;"EAC"
58;12;6;10;"EAC"
58;13;0;4;"EIC"
58;14;0;8;"EIC"
58;15;0;12;"EIC"
58;16;5;15;"EAC"
58;17;4;18;"EAC"
58;18;0;10;"EIC"
58;19;5;5;"EAC"
58;20;5;11;"EAC"
58;21;2;14;"EAC"
58;22;0;17;"EIC"
58;23;2;2;"EIC"
58;24;0;1;"EIC"
58;25;5;9;"EAC"
58;26;0;13;"EIC"
58;27;5;17;"EAC"
58;28;5;7;"EAC"
58;29;6;1;"EAC"
58;30;5;13;"EAC"
58;31;0;18;"EIC"
58;32;0;20;"EIC"
58;33;0;3;"EIC"
58;34;0;16;"EIC"
58;35;6;6;"EAC"
58;36;0;11;"EIC"
58;37;1;19;"EIC"
58;38;0;5;"EIC"
58;39;0;7;"EIC"
58;40;5;3;"EAC"
59;1;0;3;"EIC"
59;2;0;14;"EAC"
59;3;0;10;"EIC"
59;4;0;2;"EIC"
59;5;0;18;"EIC"
59;6;0;15;"EIC"
59;7;5;7;"EAC"
59;8;1;13;"EAC"
59;9;4;12;"EAC"
59;10;0;17;"EIC"
59;11;0;20;"EIC"
59;12;1;4;"EIC"
59;13;0;6;"EIC"
59;14;1;11;"EIC"
59;15;6;6;"EAC"
59;16;5;20;"EAC"
59;17;5;15;"EAC"
59;18;0;16;"EIC"
59;19;6;3;"EAC"
59;20;0;13;"EIC"
59;21;0;19;"EIC"
59;22;3;10;"EAC"
59;23;6;11;"EAC"
59;24;6;17;"EAC"
59;25;6;1;"EAC"
59;26;0;8;"EIC"
59;27;6;4;"EAC"
59;28;6;5;"EAC"
59;29;0;12;"EIC"
59;30;6;8;"EAC"
59;31;0;9;"EIC"
59;32;0;5;"EIC"
59;33;0;1;"EIC"
59;34;0;14;"EIC"
59;35;6;16;"EAC"
59;36;0;7;"EIC"
59;37;6;19;"EAC"
59;38;6;2;"EAC"
59;39;6;9;"EAC"
59;40;5;18;"EAC"
60;1;1;15;"EIC"
60;2;2;3;"EAC"
60;3;4;20;"EAC"
60;4;2;9;"EAC"
60;5;0;16;"EIC"
60;6;1;14;"EIC"
60;7;1;3;"EIC"
60;8;6;12;"EAC"
60;9;1;18;"EIC"
60;10;0;2;"EIC"
60;11;5;15;"EAC"
60;12;0;19;"EIC"
60;13;6;13;"EAC"
60;14;0;9;"EIC"
60;15;2;16;"EAC"
60;16;1;8;"EIC"
60;17;0;17;"EIC"
60;18;5;4;"EAC"
60;19;6;6;"EAC"
60;20;4;14;"EAC"
60;21;4;10;"EAC"
60;22;2;11;"EIC"
60;23;6;18;"EAC"
60;24;6;7;"EAC"
60;25;0;13;"EIC"
60;26;0;4;"EIC"
60;27;3;1;"EAC"
60;28;6;19;"EAC"
60;29;6;5;"EAC"
60;30;0;1;"EIC"
60;31;0;12;"EIC"
60;32;6;17;"EAC"
60;33;0;10;"EIC"
60;34;5;11;"EAC"
60;35;0;20;"EIC"
60;36;6;2;"EAC"
60;37;0;6;"EIC"
60;38;0;5;"EIC"
60;39;6;8;"EAC"
60;40;0;7;"EIC"
61;1;3;6;"EAC"
61;2;6;9;"EAC"
61;3;0;9;"EIC"
61;4;4;1;"EIC"
61;5;6;20;"EAC"
61;6;6;11;"EAC"
61;7;0;3;"EIC"
61;8;6;10;"EAC"
61;9;5;3;"EAC"
61;10;0;15;"EIC"
61;11;0;20;"EIC"
61;12;2;5;"EIC"
61;13;6;5;"EAC"
61;14;0;14;"EIC"
61;15;5;1;"EAC"
61;16;5;15;"EAC"
61;17;0;11;"EIC"
61;18;5;8;"EAC"
61;19;0;17;"EIC"
61;20;6;17;"EAC"
61;21;0;8;"EIC"
61;22;6;2;"EAC"
61;23;0;6;"EIC"
61;24;0;13;"EIC"
61;25;0;19;"EIC"
61;26;5;14;"EAC"
61;27;0;18;"EIC"
61;28;0;2;"EIC"
61;29;0;4;"EIC"
61;30;0;16;"EIC"
61;31;0;10;"EIC"
61;32;3;16;"EAC"
61;33;6;12;"EAC"
61;34;0;7;"EIC"
61;35;6;4;"EAC"
61;36;6;19;"EAC"
61;37;6;7;"EAC"
61;38;3;18;"EAC"
61;39;0;12;"EIC"
61;40;4;13;"EAC"
62;1;0;7;"EIC"
62;2;0;15;"EIC"
62;3;0;20;"EIC"
62;4;6;6;"EAC"
62;5;4;8;"EAC"
62;6;6;15;"EAC"
62;7;5;7;"EAC"
62;8;6;16;"EAC"
62;9;0;3;"EIC"
62;10;0;13;"EIC"
62;11;0;11;"EIC"
62;12;0;19;"EIC"
62;13;0;5;"EIC"
62;14;5;14;"EAC"
62;15;0;4;"EIC"
62;16;6;11;"EAC"
62;17;6;19;"EAC"
62;18;0;6;"EIC"
62;19;0;9;"EIC"
62;20;6;20;"EAC"
62;21;0;18;"EIC"
62;22;5;4;"EAC"
62;23;0;8;"EIC"
62;24;2;14;"EIC"
62;25;5;9;"EAC"
62;26;0;2;"EIC"
62;27;0;12;"EIC"
62;28;2;10;"EIC"
62;29;6;18;"EAC"
62;30;5;1;"EAC"
62;31;0;17;"EIC"
62;32;4;3;"EAC"
62;33;5;10;"EAC"
62;34;6;13;"EAC"
62;35;0;1;"EIC"
62;36;0;16;"EIC"
62;37;5;17;"EAC"
62;38;5;12;"EAC"
62;39;4;2;"EAC"
62;40;6;5;"EAC"
63;1;0;11;"EIC"
63;2;0;15;"EIC"
63;3;6;5;"EAC"
63;4;0;4;"EIC"
63;5;6;12;"EAC"
63;6;6;11;"EAC"
63;7;0;3;"EIC"
63;8;6;9;"EAC"
63;9;5;10;"EAC"
63;10;3;2;"EAC"
63;11;3;13;"EAC"
63;12;0;9;"EIC"
63;13;6;6;"EAC"
63;14;0;1;"EIC"
63;15;0;2;"EIC"
63;16;1;8;"EIC"
63;17;0;6;"EIC"
63;18;6;4;"EAC"
63;19;6;14;"EAC"
63;20;3;7;"EAC"
63;21;0;18;"EIC"
63;22;0;19;"EIC"
63;23;0;5;"EIC"
63;24;0;14;"EIC"
63;25;0;20;"EIC"
63;26;5;16;"EAC"
63;27;0;16;"EIC"
63;28;5;8;"EAC"
63;29;0;12;"EIC"
63;30;0;17;"EIC"
63;31;6;1;"EAC"
63;32;6;15;"EAC"
63;33;0;13;"EIC"
63;34;0;10;"EIC"
63;35;6;3;"EAC"
63;36;0;7;"EIC"
64;1;0;10;"EIC"
64;2;0;20;"EIC"
64;3;0;14;"EIC"
64;4;0;11;"EIC"
64;5;6;6;"EAC"
64;6;0;1;"EIC"
64;7;0;15;"EIC"
64;8;0;13;"EIC"
64;9;1;19;"EIC"
64;10;0;9;"EIC"
64;11;0;16;"EIC"
64;12;6;14;"EAC"
64;13;4;15;"EAC"
64;14;6;10;"EAC"
64;15;6;13;"EAC"
64;16;6;4;"EAC"
64;17;6;3;"EAC"
64;18;5;1;"EAC"
64;19;6;11;"EAC"
64;20;6;7;"EAC"
64;21;6;19;"EAC"
64;22;0;17;"EIC"
64;23;6;2;"EAC"
64;24;0;5;"EIC"
64;25;6;8;"EAC"
64;26;5;18;"EAC"
64;27;0;12;"EIC"
64;28;5;12;"EAC"
64;29;6;5;"EAC"
64;30;0;3;"EIC"
64;31;4;17;"EAC"
64;32;0;7;"EIC"
64;33;0;4;"EIC"
64;34;0;18;"EIC"
64;35;0;8;"EIC"
64;36;5;20;"EAC"
64;37;0;6;"EIC"
64;38;5;16;"EAC"
64;39;6;9;"EAC"
64;40;2;2;"EIC"
65;1;0;3;"EIC"
65;2;6;15;"EAC"
65;3;0;5;"EIC"
65;4;6;7;"EAC"
65;5;1;10;"EIC"
65;6;6;10;"EAC"
65;7;4;18;"EAC"
65;8;0;18;"EIC"
65;9;6;9;"EAC"
65;10;6;20;"EAC"
65;11;0;11;"EIC"
65;12;4;2;"EIC"
65;13;0;8;"EIC"
65;14;0;17;"EIC"
65;15;0;20;"EIC"
65;16;4;8;"EAC"
65;17;5;5;"EAC"
65;18;5;13;"EAC"
65;19;0;6;"EIC"
65;20;6;17;"EAC"
65;21;0;9;"EIC"
65;22;0;4;"EIC"
65;23;0;7;"EIC"
65;24;0;19;"EIC"
65;25;6;1;"EAC"
65;26;0;4;"EAC"
65;27;6;11;"EAC"
65;28;6;19;"EAC"
65;29;6;6;"EAC"
65;30;4;2;"EAC"
65;31;0;13;"EIC"
65;32;0;14;"EIC"
65;33;6;3;"EAC"
65;34;0;1;"EIC"
65;35;0;16;"EIC"
65;36;0;15;"EIC"
65;37;0;12;"EIC"
65;38;5;12;"EAC"
65;39;6;14;"EAC"
65;40;6;16;"EAC"
66;1;1;6;"EIC"
66;2;6;18;"EAC"
66;3;5;3;"EAC"
66;4;3;11;"EAC"
66;5;6;1;"EAC"
66;6;0;9;"EIC"
66;7;6;15;"EAC"
66;8;0;1;"EIC"
66;9;6;8;"EAC"
66;10;6;7;"EAC"
66;11;6;5;"EAC"
66;12;6;4;"EAC"
66;13;6;19;"EAC"
66;14;6;12;"EAC"
66;15;0;11;"EIC"
66;16;3;20;"EAC"
66;17;5;14;"EAC"
66;18;0;3;"EIC"
66;19;0;15;"EIC"
66;20;0;14;"EIC"
66;21;0;19;"EIC"
66;22;0;17;"EIC"
66;23;0;5;"EIC"
66;24;5;2;"EAC"
66;25;4;16;"EAC"
66;26;0;4;"EIC"
66;27;6;9;"EAC"
66;28;0;13;"EIC"
66;29;0;16;"EIC"
66;30;0;12;"EIC"
66;31;0;18;"EIC"
66;32;5;17;"EAC"
66;33;0;20;"EIC"
66;34;0;7;"EIC"
66;35;0;8;"EIC"
66;36;0;10;"EIC"
66;37;6;13;"EAC"
66;38;6;10;"EAC"
66;39;0;2;"EIC"
66;40;6;6;"EAC"
67;1;0;19;"EIC"
67;2;0;17;"EIC"
67;3;6;15;"EAC"
67;4;6;4;"EAC"
67;5;5;11;"EAC"
67;6;2;14;"EIC"
67;7;2;11;"EIC"
67;8;0;13;"EIC"
67;9;6;7;"EAC"
67;10;2;10;"EIC"
67;11;0;3;"EIC"
67;12;2;16;"EIC"
67;13;5;8;"EAC"
67;14;6;2;"EAC"
67;15;4;5;"EAC"
67;16;0;5;"EIC"
67;17;0;4;"EIC"
67;18;6;13;"EAC"
67;19;0;6;"EIC"
67;20;6;9;"EAC"
67;21;0;9;"EIC"
67;22;3;12;"EIC"
67;23;0;7;"EIC"
67;24;6;3;"EAC"
67;25;0;20;"EIC"
67;26;0;2;"EIC"
67;27;6;1;"EAC"
67;28;0;18;"EIC"
67;29;0;15;"EIC"
67;30;0;8;"EIC"
67;31;3;1;"EIC"
67;32;5;6;"EAC"
67;33;5;16;"EAC"
67;34;6;14;"EAC"
67;35;6;10;"EAC"
67;36;6;12;"EAC"
68;1;6;2;"EAC"
68;2;4;16;"EAC"
68;3;6;11;"EAC"
68;4;6;20;"EAC"
68;5;6;5;"EAC"
68;6;0;17;"EIC"
68;7;0;14;"EIC"
68;8;0;10;"EIC"
68;9;0;19;"EIC"
68;10;6;12;"EAC"
68;11;6;7;"EAC"
68;12;4;1;"EAC"
68;13;6;3;"EAC"
68;14;4;18;"EAC"
68;15;5;13;"EAC"
68;16;6;4;"EAC"
68;17;6;10;"EAC"
68;18;0;13;"EIC"
68;19;6;14;"EAC"
68;20;0;18;"EIC"
68;21;4;8;"EAC"
68;22;5;6;"EAC"
68;23;0;5;"EIC"
68;24;5;15;"EAC"
68;25;6;19;"EAC"
68;26;5;9;"EAC"
68;27;0;1;"EIC"
68;28;2;16;"EIC"
68;29;0;9;"EIC"
68;30;0;15;"EIC"
68;31;0;11;"EIC"
68;32;6;17;"EAC"
68;33;0;8;"EIC"
68;34;0;6;"EIC"
68;35;0;2;"EIC"
68;36;1;20;"EIC"
68;37;0;3;"EIC"
68;38;0;4;"EIC"
68;39;0;12;"EIC"
68;40;1;7;"EIC"
69;1;0;4;"EIC"
69;2;5;17;"EAC"
69;3;6;18;"EAC"
69;4;5;12;"EAC"
69;5;0;17;"EIC"
69;6;6;20;"EAC"
69;7;6;13;"EAC"
69;8;4;19;"EAC"
69;9;0;5;"EIC"
69;10;5;2;"EAC"
69;11;0;1;"EIC"
69;12;0;8;"EIC"
69;13;4;19;"EIC"
69;14;6;1;"EAC"
69;15;0;12;"EIC"
69;16;6;10;"EAC"
69;17;0;14;"EIC"
69;18;3;9;"EAC"
69;19;5;11;"EAC"
69;20;0;6;"EIC"
69;21;0;16;"EIC"
69;22;6;16;"EAC"
69;23;0;7;"EIC"
69;24;0;2;"EIC"
69;25;2;18;"EIC"
69;26;0;9;"EIC"
69;27;4;15;"EAC"
69;28;1;13;"EIC"
69;29;0;11;"EIC"
69;30;6;14;"EAC"
69;31;0;3;"EIC"
69;32;0;20;"EIC"
69;33;0;10;"EIC"
69;34;6;4;"EAC"
69;35;0;15;"EIC"
69;36;3;5;"EAC"
69;37;6;3;"EAC"
69;38;6;7;"EAC"
69;39;5;8;"EAC"
69;40;6;6;"EAC"
70;1;6;19;"EAC"
70;2;6;11;"EAC"
70;3;2;8;"EAC"
70;4;6;9;"EAC"
70;5;1;7;"EIC"
70;6;6;13;"EAC"
70;7;1;10;"EIC"
70;8;6;5;"EAC"
70;9;0;17;"EIC"
70;10;0;11;"EIC"
70;11;0;16;"EIC"
70;12;4;6;"EIC"
70;13;6;7;"EAC"
70;14;0;19;"EIC"
70;15;0;20;"EIC"
70;16;0;14;"EIC"
70;17;0;13;"EIC"
70;18;6;6;"EAC"
70;19;0;15;"EIC"
70;20;0;8;"EIC"
70;21;0;4;"EIC"
70;22;0;2;"EIC"
70;23;0;5;"EIC"
70;24;2;14;"EAC"
70;25;0;12;"EIC"
70;26;5;16;"EAC"
70;27;0;18;"EIC"
70;28;6;17;"EAC"
70;29;5;15;"EAC"
70;30;5;4;"EAC"
70;31;1;3;"EIC"
70;32;5;18;"EAC"
70;33;5;10;"EAC"
70;34;6;3;"EAC"
70;35;0;1;"EIC"
70;36;5;12;"EAC"
70;37;6;20;"EAC"
70;38;6;2;"EAC"
70;39;0;9;"EIC"
70;40;6;1;"EAC"
71;1;6;15;"EAC"
71;2;5;9;"EAC"
71;3;0;12;"EIC"
71;4;0;9;"EIC"
71;5;5;4;"EAC"
71;6;0;10;"EIC"
71;7;6;3;"EAC"
71;8;2;11;"EIC"
71;9;6;2;"EAC"
71;10;6;11;"EAC"
71;11;6;6;"EAC"
71;12;0;7;"EIC"
71;13;0;2;"EIC"
71;14;6;10;"EAC"
71;15;0;13;"EIC"
71;16;2;1;"EAC"
71;17;0;3;"EIC"
71;18;1;8;"EIC"
71;19;6;7;"EAC"
71;20;2;14;"EAC"
71;21;0;6;"EIC"
71;22;6;8;"EAC"
71;23;6;13;"EAC"
71;24;0;1;"EIC"
71;25;0;4;"EIC"
71;26;6;16;"EAC"
71;27;0;5;"EIC"
71;28;5;12;"EAC"
71;29;0;14;"EIC"
71;30;6;5;"EAC"
72;1;6;1;"EAC"
72;2;6;4;"EAC"
72;3;3;10;"EAC"
72;4;6;12;"EAC"
72;5;0;19;"EIC"
72;6;6;5;"EAC"
72;7;1;13;"EIC"
72;8;0;14;"EIC"
72;9;6;15;"EAC"
72;10;5;6;"EAC"
72;11;1;9;"EIC"
72;12;2;18;"EIC"
72;13;6;13;"EAC"
72;14;5;17;"EAC"
72;15;0;7;"EIC"
72;16;0;6;"EIC"
72;17;1;2;"EIC"
72;18;0;17;"EIC"
72;19;0;4;"EIC"
72;20;0;16;"EIC"
72;21;0;5;"EIC"
72;22;0;11;"EIC"
72;23;6;2;"EAC"
72;24;0;15;"EIC"
72;25;6;18;"EAC"
72;26;6;11;"EAC"
72;27;0;12;"EIC"
72;28;0;10;"EIC"
72;29;4;7;"EAC"
72;30;0;3;"EIC"
72;31;6;19;"EAC"
72;32;6;8;"EAC"
72;33;6;16;"EAC"
72;34;0;8;"EIC"
72;35;4;14;"EAC"
72;36;1;1;"EIC"
72;37;6;3;"EAC"
72;38;6;9;"EAC"
72;39;0;20;"EIC"
72;40;5;20;"EAC"
73;1;0;6;"EIC"
73;2;5;6;"EAC"
73;3;6;8;"EAC"
73;4;0;1;"EIC"
73;5;4;18;"EAC"
73;6;0;7;"EIC"
73;7;6;3;"EAC"
73;8;2;19;"EIC"
73;9;6;12;"EAC"
73;10;6;11;"EAC"
73;11;0;12;"EIC"
73;12;1;9;"EAC"
73;13;6;7;"EAC"
73;14;0;5;"EIC"
73;15;6;14;"EAC"
73;16;0;10;"EIC"
73;17;4;16;"EAC"
73;18;5;17;"EAC"
73;19;0;8;"EIC"
73;20;5;2;"EAC"
73;21;6;15;"EAC"
73;22;0;9;"EIC"
73;23;0;16;"EIC"
73;24;0;2;"EIC"
73;25;0;17;"EIC"
73;26;6;13;"EAC"
73;27;6;10;"EAC"
73;28;0;18;"EIC"
73;29;4;20;"EAC"
73;30;5;4;"EAC"
73;31;0;14;"EIC"
73;32;1;3;"EIC"
73;33;5;19;"EAC"
73;34;0;15;"EIC"
73;35;0;4;"EIC"
73;36;4;1;"EAC"
73;37;4;5;"EAC"
73;38;0;13;"EIC"
73;39;0;11;"EIC"
73;40;0;20;"EIC"
74;1;0;8;"EIC"
74;2;6;19;"EAC"
74;3;0;4;"EIC"
74;4;0;10;"EIC"
74;5;5;9;"EAC"
74;6;0;16;"EIC"
74;7;6;18;"EAC"
74;8;6;13;"EAC"
74;9;2;2;"EAC"
74;10;0;6;"EIC"
74;11;0;5;"EIC"
74;12;6;6;"EAC"
74;13;6;10;"EAC"
74;14;0;15;"EIC"
74;15;5;17;"EAC"
74;16;6;3;"EAC"
74;17;6;16;"EAC"
74;18;0;3;"EIC"
74;19;0;18;"EIC"
74;20;0;20;"EIC"
74;21;6;8;"EAC"
74;22;0;7;"EIC"
74;23;2;1;"EIC"
74;24;3;1;"EAC"
74;25;0;2;"EIC"
74;26;5;12;"EAC"
74;27;6;14;"EAC"
74;28;0;12;"EIC"
74;29;0;9;"EIC"
74;30;6;11;"EAC"
74;31;6;20;"EAC"
74;32;0;17;"EIC"
74;33;6;7;"EAC"
74;34;6;5;"EAC"
74;35;1;14;"EIC"
74;36;0;11;"EIC"
74;37;0;19;"EIC"
74;38;5;15;"EAC"
74;39;0;13;"EIC"
74;40;6;4;"EAC"
75;1;0;18;"EIC"
75;2;0;7;"EIC"
75;3;6;4;"EAC"
75;4;6;11;"EAC"
75;5;0;1;"EIC"
75;6;0;6;"EIC"
75;7;1;14;"EIC"
75;8;6;14;"EAC"
75;9;0;9;"EIC"
75;10;5;1;"EAC"
75;11;0;11;"EIC"
75;12;0;10;"EIC"
75;13;2;3;"EIC"
75;14;0;2;"EIC"
75;15;0;15;"EIC"
75;16;0;17;"EIC"
75;17;0;19;"EIC"
75;18;5;19;"EAC"
75;19;6;12;"EAC"
75;20;3;7;"EAC"
75;21;6;9;"EAC"
75;22;6;6;"EAC"
75;23;0;5;"EIC"
75;24;6;13;"EAC"
75;25;6;20;"EAC"
75;26;6;15;"EAC"
75;27;2;4;"EIC"
75;28;4;20;"EIC"
75;29;0;13;"EIC"
75;30;6;10;"EAC"
75;31;5;18;"EAC"
75;32;0;12;"EIC"
75;33;0;8;"EIC"
75;34;1;16;"EIC"
75;35;5;5;"EAC"
75;36;6;8;"EAC"
75;37;5;16;"EAC"
75;38;6;17;"EAC"
75;39;6;2;"EAC"
75;40;0;3;"EAC"
76;1;6;7;"EAC"
76;2;0;11;"EIC"
76;3;5;10;"EAC"
76;4;2;4;"EIC"
76;5;0;13;"EIC"
76;6;0;6;"EIC"
76;7;0;12;"EIC"
76;8;6;5;"EAC"
76;9;0;1;"EIC"
76;10;5;13;"EAC"
76;11;0;17;"EIC"
76;12;0;8;"EIC"
76;13;0;15;"EIC"
76;14;6;14;"EAC"
76;15;5;6;"EAC"
76;16;0;14;"EIC"
76;17;4;8;"EAC"
76;18;6;11;"EAC"
76;19;0;3;"EIC"
76;20;0;18;"EIC"
76;21;4;3;"EAC"
76;22;5;4;"EAC"
76;23;0;10;"EIC"
76;24;5;15;"EAC"
76;25;0;20;"EIC"
76;26;6;12;"EAC"
76;27;6;1;"EAC"
76;28;0;2;"EIC"
76;29;6;2;"EAC"
76;30;0;19;"EIC"
76;31;0;9;"EIC"
76;32;5;16;"EAC"
76;33;0;16;"EIC"
76;34;1;5;"EIC"
76;35;0;7;"EIC"
76;36;6;9;"EAC"
77;1;6;15;"EAC"
77;2;0;1;"EIC"
77;3;0;16;"EIC"
77;4;0;7;"EIC"
77;5;2;4;"EAC"
77;6;1;6;"EIC"
77;7;4;2;"EAC"
77;8;2;2;"EIC"
77;9;5;20;"EAC"
77;10;6;5;"EAC"
77;11;5;16;"EAC"
77;12;5;1;"EAC"
77;13;0;14;"EIC"
77;14;6;13;"EAC"
77;15;4;12;"EIC"
77;16;0;18;"EIC"
77;17;0;10;"EIC"
77;18;0;13;"EIC"
77;19;6;9;"EAC"
77;20;1;5;"EIC"
77;21;6;7;"EAC"
77;22;6;6;"EAC"
77;23;0;11;"EIC"
77;24;6;11;"EAC"
77;25;0;3;"EIC"
77;26;0;4;"EIC"
77;27;6;14;"EAC"
77;28;0;17;"EIC"
77;29;0;8;"EIC"
77;30;6;12;"EAC"
77;31;0;9;"EIC"
77;32;5;18;"EAC"
77;33;6;8;"EAC"
77;34;6;3;"EAC"
77;35;6;17;"EAC"
